layer,unit,description,similarity,sim correlation
encoder.layers.encoder_layer_11.mlp[1],55,dog,0.3529358,0.06651253253221512
encoder.layers.encoder_layer_11.mlp[1],56,bathroom,0.6248474,0.4057532846927643
encoder.layers.encoder_layer_11.mlp[1],57,packaging,0.25097656,0.11239983141422272
encoder.layers.encoder_layer_11.mlp[1],58,golf,0.6042175,0.7105720043182373
encoder.layers.encoder_layer_11.mlp[1],59,whirlpool,0.26339722,-0.04440993443131447
encoder.layers.encoder_layer_11.mlp[1],60,sweets,0.25708008,0.10099553316831589
encoder.layers.encoder_layer_11.mlp[1],61,bathroom,0.5181885,0.1596570909023285
encoder.layers.encoder_layer_11.mlp[1],62,convertible,0.48797607,0.6506567597389221
encoder.layers.encoder_layer_11.mlp[1],63,terrier,0.35598755,0.015316179022192955
encoder.layers.encoder_layer_11.mlp[1],64,textile,0.3427124,0.08381969481706619
encoder.layers.encoder_layer_11.mlp[1],65,ropes,0.30740356,0.24644020199775696
encoder.layers.encoder_layer_11.mlp[1],66,billiards,0.7730408,0.919011116027832
encoder.layers.encoder_layer_11.mlp[1],67,musician,0.37661743,0.29627323150634766
encoder.layers.encoder_layer_11.mlp[1],68,fasteners,0.12295532,0.013332614675164223
encoder.layers.encoder_layer_11.mlp[1],69,campus,0.30023193,-0.05889847129583359
encoder.layers.encoder_layer_11.mlp[1],70,boxing,0.48184204,0.6267184019088745
encoder.layers.encoder_layer_11.mlp[1],71,forests,0.52578735,-0.0028071568813174963
encoder.layers.encoder_layer_11.mlp[1],72,physician,0.46185303,0.45838096737861633
encoder.layers.encoder_layer_11.mlp[1],73,furnished,0.2819519,-0.006334122270345688
encoder.layers.encoder_layer_11.mlp[1],74,mailbox,0.50839233,0.501800000667572
encoder.layers.encoder_layer_11.mlp[1],75,carriage,0.4804077,0.4158308207988739
encoder.layers.encoder_layer_11.mlp[1],76,bathroom,0.46307373,0.2813734710216522
encoder.layers.encoder_layer_11.mlp[1],77,juvenile,0.4708557,0.006215467117726803
encoder.layers.encoder_layer_11.mlp[1],78,bucket,0.43969727,0.334166020154953
encoder.layers.encoder_layer_11.mlp[1],79,street,0.36523438,0.06517013162374496
encoder.layers.encoder_layer_11.mlp[1],80,zebra,0.6163635,0.30994391441345215
encoder.layers.encoder_layer_11.mlp[1],81,bloodhound,0.31637573,0.00944708101451397
encoder.layers.encoder_layer_11.mlp[1],82,bedrooms,0.19689941,0.021214395761489868
encoder.layers.encoder_layer_11.mlp[1],83,black,0.2088623,0.05168053135275841
encoder.layers.encoder_layer_11.mlp[1],84,badge,0.23825073,0.027936287224292755
encoder.layers.encoder_layer_11.mlp[1],85,bowl,0.38775635,0.1820542812347412
encoder.layers.encoder_layer_11.mlp[1],86,triathlon,0.17932129,0.07096002995967865
encoder.layers.encoder_layer_11.mlp[1],87,lama,0.48635864,0.47078314423561096
encoder.layers.encoder_layer_11.mlp[1],88,cartridges,0.19415283,-0.07311184704303741
encoder.layers.encoder_layer_11.mlp[1],89,crypt,0.29367065,-0.01176519226282835
encoder.layers.encoder_layer_11.mlp[1],90,halloween,0.12936401,0.07442238181829453
encoder.layers.encoder_layer_11.mlp[1],91,facilities,0.26815796,-0.02198268659412861
encoder.layers.encoder_layer_11.mlp[1],92,terrace,0.3265381,0.23546665906906128
encoder.layers.encoder_layer_11.mlp[1],93,juvenile,0.5665283,0.005861141253262758
encoder.layers.encoder_layer_11.mlp[1],94,speaker,0.23272705,0.057932548224925995
encoder.layers.encoder_layer_11.mlp[1],95,monkey,0.42422485,-0.028255699202418327
encoder.layers.encoder_layer_11.mlp[1],96,bookshop,0.36483765,0.2735772132873535
encoder.layers.encoder_layer_11.mlp[1],97,bedrooms,0.32888794,-0.001916445791721344
encoder.layers.encoder_layer_11.mlp[1],98,airborne,0.17428589,0.21156437695026398
encoder.layers.encoder_layer_11.mlp[1],99,toddler,0.25024414,0.03624220937490463
encoder.layers.encoder_layer_11.mlp[1],100,plaque,0.62127686,0.4138983190059662
encoder.layers.encoder_layer_11.mlp[1],101,stair,0.63900757,0.46627986431121826
encoder.layers.encoder_layer_11.mlp[1],102,dispenser,0.26904297,0.11251930892467499
encoder.layers.encoder_layer_11.mlp[1],103,ambulance,0.84762573,0.6391650438308716
encoder.layers.encoder_layer_11.mlp[1],104,fence,0.4633484,0.44201231002807617
encoder.layers.encoder_layer_11.mlp[1],105,burger,0.3510437,0.5277677774429321
encoder.layers.encoder_layer_11.mlp[1],106,pencils,0.4430542,0.5597099661827087
encoder.layers.encoder_layer_11.mlp[1],107,snorkeling,0.29678345,0.0390404649078846
encoder.layers.encoder_layer_11.mlp[1],108,ironing,0.2409668,0.3468777537345886
encoder.layers.encoder_layer_11.mlp[1],109,spindle,0.31436157,0.15516792237758636
encoder.layers.encoder_layer_11.mlp[1],110,horseback,0.475708,0.4360579550266266
encoder.layers.encoder_layer_11.mlp[1],111,highways,0.5550537,0.18920555710792542
encoder.layers.encoder_layer_11.mlp[1],112,dog,0.39492798,0.06714443117380142
encoder.layers.encoder_layer_11.mlp[1],113,pantyhose,0.22418213,0.1369430273771286
encoder.layers.encoder_layer_11.mlp[1],114,lattice,0.22784424,0.05027659237384796
encoder.layers.encoder_layer_11.mlp[1],115,kitchen,0.5826416,0.2238575518131256
encoder.layers.encoder_layer_11.mlp[1],116,bangbus,0.4343567,0.29058030247688293
encoder.layers.encoder_layer_11.mlp[1],117,drums,0.34695435,0.37705397605895996
encoder.layers.encoder_layer_11.mlp[1],118,bulldogs,0.26931763,0.023873096331954002
encoder.layers.encoder_layer_11.mlp[1],119,firefox,0.47738647,0.14599038660526276
encoder.layers.encoder_layer_11.mlp[1],120,bovine,0.5563965,0.5862683653831482
encoder.layers.encoder_layer_11.mlp[1],121,infant,0.49667358,0.1271742731332779
encoder.layers.encoder_layer_11.mlp[1],122,bedrooms,0.46618652,0.01709906943142414
encoder.layers.encoder_layer_11.mlp[1],123,fauna,0.11923218,0.16204454004764557
encoder.layers.encoder_layer_11.mlp[1],124,hound,0.56970215,0.34153982996940613
encoder.layers.encoder_layer_11.mlp[1],125,bei,0.0909729,0.017290925607085228
encoder.layers.encoder_layer_11.mlp[1],126,purse,0.2133789,-0.035561081022024155
encoder.layers.encoder_layer_11.mlp[1],127,grounds,0.2955017,0.03573941811919212
encoder.layers.encoder_layer_11.mlp[1],128,stairs,0.2578125,-0.09968205541372299
encoder.layers.encoder_layer_11.mlp[1],129,motorized,0.31903076,0.0025547202676534653
encoder.layers.encoder_layer_11.mlp[1],130,granite,0.32836914,-0.0615164078772068
encoder.layers.encoder_layer_11.mlp[1],131,corridors,0.1980896,-0.029701998457312584
encoder.layers.encoder_layer_11.mlp[1],132,stationery,0.35058594,0.06048263609409332
encoder.layers.encoder_layer_11.mlp[1],133,dotted,0.30630493,-0.028386391699314117
encoder.layers.encoder_layer_11.mlp[1],134,spindle,0.46951294,0.313162624835968
encoder.layers.encoder_layer_11.mlp[1],135,hostels,0.2625122,-0.05851617082953453
encoder.layers.encoder_layer_11.mlp[1],136,female,0.39849854,-0.0026843438390642405
encoder.layers.encoder_layer_11.mlp[1],137,manuscripts,0.24435425,0.11566396057605743
encoder.layers.encoder_layer_11.mlp[1],138,bedrooms,0.46276855,0.03575553372502327
encoder.layers.encoder_layer_11.mlp[1],139,automobile,0.43484497,0.2804777920246124
encoder.layers.encoder_layer_11.mlp[1],140,embryos,0.355896,0.18390880525112152
encoder.layers.encoder_layer_11.mlp[1],141,street,0.38989258,0.06258139759302139
encoder.layers.encoder_layer_11.mlp[1],142,walkman,0.39898682,0.0403447188436985
encoder.layers.encoder_layer_11.mlp[1],143,cowboy,0.40750122,0.6107940673828125
encoder.layers.encoder_layer_11.mlp[1],144,mating,0.5593262,0.07651114463806152
encoder.layers.encoder_layer_11.mlp[1],145,bell,0.21295166,0.1933041214942932
encoder.layers.encoder_layer_11.mlp[1],146,geophysics,0.2666626,-0.014156822115182877
encoder.layers.encoder_layer_11.mlp[1],147,social,0.28845215,0.00690376665443182
encoder.layers.encoder_layer_11.mlp[1],148,costumes,0.17941284,0.06415129452943802
encoder.layers.encoder_layer_11.mlp[1],149,router,0.37832642,0.30987629294395447
encoder.layers.encoder_layer_11.mlp[1],150,sailing,0.38867188,-0.03747013583779335
encoder.layers.encoder_layer_11.mlp[1],151,silicone,0.17089844,-0.04858521372079849
encoder.layers.encoder_layer_11.mlp[1],152,cobra,0.5514221,0.5653892159461975
encoder.layers.encoder_layer_11.mlp[1],153,hats,0.40997314,0.5467447638511658
encoder.layers.encoder_layer_11.mlp[1],154,barber,0.7946472,0.7957262396812439
encoder.layers.encoder_layer_11.mlp[1],155,casserole,0.4987793,0.26268085837364197
encoder.layers.encoder_layer_11.mlp[1],156,carnival,0.18817139,0.04795689135789871
encoder.layers.encoder_layer_11.mlp[1],157,dog,0.3952942,0.12028969079256058
encoder.layers.encoder_layer_11.mlp[1],158,armour,0.31243896,0.36094558238983154
encoder.layers.encoder_layer_11.mlp[1],159,bubbles,0.5422058,0.6737464070320129
encoder.layers.encoder_layer_11.mlp[1],160,mating,0.70336914,0.15216004848480225
encoder.layers.encoder_layer_11.mlp[1],161,juvenile,0.5342407,-0.0224748644977808
encoder.layers.encoder_layer_11.mlp[1],162,wildlife,0.3597107,0.09639759361743927
encoder.layers.encoder_layer_11.mlp[1],163,watersports,0.5117798,0.41214120388031006
encoder.layers.encoder_layer_11.mlp[1],164,platform,0.33532715,-0.014126774854958057
encoder.layers.encoder_layer_11.mlp[1],165,cookbooks,0.28356934,0.022361239418387413
encoder.layers.encoder_layer_11.mlp[1],166,livestock,0.4302063,-0.04177650436758995
encoder.layers.encoder_layer_11.mlp[1],167,retriever,0.3638916,-0.08760560303926468
encoder.layers.encoder_layer_11.mlp[1],168,towels,0.38156128,0.35181552171707153
encoder.layers.encoder_layer_11.mlp[1],169,crane,0.5571594,0.20896320044994354
encoder.layers.encoder_layer_11.mlp[1],170,oven,0.4052124,0.252282053232193
encoder.layers.encoder_layer_11.mlp[1],171,sofas,0.17929077,0.014395937323570251
encoder.layers.encoder_layer_11.mlp[1],172,mating,0.5654907,0.03901064023375511
encoder.layers.encoder_layer_11.mlp[1],173,binder,0.30215454,0.32811030745506287
encoder.layers.encoder_layer_11.mlp[1],174,cathedral,0.48287964,0.5510181188583374
encoder.layers.encoder_layer_11.mlp[1],175,dishwasher,0.20324707,0.08368685841560364
encoder.layers.encoder_layer_11.mlp[1],176,atm,0.23577881,0.30728673934936523
encoder.layers.encoder_layer_11.mlp[1],177,bathroom,0.472229,0.19954155385494232
encoder.layers.encoder_layer_11.mlp[1],178,prototypes,0.1251831,0.04303118586540222
encoder.layers.encoder_layer_11.mlp[1],179,wildlife,0.3649292,0.09491349756717682
encoder.layers.encoder_layer_11.mlp[1],180,shelves,0.480011,0.23155736923217773
encoder.layers.encoder_layer_11.mlp[1],181,juvenile,0.48510742,0.010560927912592888
encoder.layers.encoder_layer_11.mlp[1],182,cabin,0.3206787,-0.09168032556772232
encoder.layers.encoder_layer_11.mlp[1],183,putting,0.38949585,0.08672718703746796
encoder.layers.encoder_layer_11.mlp[1],184,huskies,0.54507446,0.42238596081733704
encoder.layers.encoder_layer_11.mlp[1],185,mating,0.519104,0.017501933500170708
encoder.layers.encoder_layer_11.mlp[1],186,brushes,0.7229004,0.7119766473770142
encoder.layers.encoder_layer_11.mlp[1],187,guards,0.20321655,0.3145766258239746
encoder.layers.encoder_layer_11.mlp[1],188,toolkit,0.38415527,0.16033391654491425
encoder.layers.encoder_layer_11.mlp[1],189,toaster,0.22341919,-0.0070744347758591175
encoder.layers.encoder_layer_11.mlp[1],190,televisions,0.20541382,0.25230857729911804
encoder.layers.encoder_layer_11.mlp[1],191,lizard,0.53930664,0.06819871813058853
encoder.layers.encoder_layer_11.mlp[1],192,bucket,0.3354187,0.18384501338005066
encoder.layers.encoder_layer_11.mlp[1],193,bowl,0.36486816,0.1841304451227188
encoder.layers.encoder_layer_11.mlp[1],194,radial,0.33099365,-0.042392268776893616
encoder.layers.encoder_layer_11.mlp[1],195,keyboard,0.27209473,0.13994468748569489
encoder.layers.encoder_layer_11.mlp[1],196,bedrooms,0.40148926,0.06062136963009834
encoder.layers.encoder_layer_11.mlp[1],197,wilhelm,0.5289917,0.46723735332489014
encoder.layers.encoder_layer_11.mlp[1],198,blinds,0.1701355,-0.039338305592536926
encoder.layers.encoder_layer_11.mlp[1],199,habitat,0.14633179,-0.2089974731206894
encoder.layers.encoder_layer_11.mlp[1],200,motorcycle,0.42578125,0.28941425681114197
encoder.layers.encoder_layer_11.mlp[1],201,gatherings,0.33895874,0.08580644428730011
encoder.layers.encoder_layer_11.mlp[1],202,pasture,0.35913086,0.10961459577083588
encoder.layers.encoder_layer_11.mlp[1],203,stairs,0.3711853,0.03732294216752052
encoder.layers.encoder_layer_11.mlp[1],204,harvesting,0.3663025,0.21624328196048737
encoder.layers.encoder_layer_11.mlp[1],205,violin,0.7496338,0.831422746181488
encoder.layers.encoder_layer_11.mlp[1],206,meters,0.4850464,0.4884927272796631
encoder.layers.encoder_layer_11.mlp[1],207,textile,0.4779663,-0.036314621567726135
encoder.layers.encoder_layer_11.mlp[1],208,dog,0.33062744,0.1170012429356575
encoder.layers.encoder_layer_11.mlp[1],209,hockey,0.54119873,0.820041835308075
encoder.layers.encoder_layer_11.mlp[1],210,basename,0.38989258,0.005862407851964235
encoder.layers.encoder_layer_11.mlp[1],211,stripper,0.21511841,0.506257176399231
encoder.layers.encoder_layer_11.mlp[1],212,kiosk,0.21051025,0.21932531893253326
encoder.layers.encoder_layer_11.mlp[1],213,badger,0.48114014,0.1604459136724472
encoder.layers.encoder_layer_11.mlp[1],214,footwear,0.2649231,0.08453602343797684
encoder.layers.encoder_layer_11.mlp[1],215,laboratory,0.1828003,-0.03768361359834671
encoder.layers.encoder_layer_11.mlp[1],216,fence,0.28237915,0.07220616191625595
encoder.layers.encoder_layer_11.mlp[1],217,modems,0.4242859,0.28832435607910156
encoder.layers.encoder_layer_11.mlp[1],218,fungi,0.43881226,0.0605439618229866
encoder.layers.encoder_layer_11.mlp[1],219,kangaroo,0.5595703,0.5581204891204834
encoder.layers.encoder_layer_11.mlp[1],220,nozzle,0.1914978,-0.011257688514888287
encoder.layers.encoder_layer_11.mlp[1],221,mating,0.64294434,0.07525043189525604
encoder.layers.encoder_layer_11.mlp[1],222,fish,0.38775635,0.29367777705192566
encoder.layers.encoder_layer_11.mlp[1],223,proactive,0.1867981,0.012753913179039955
encoder.layers.encoder_layer_11.mlp[1],224,basename,0.48599243,0.009244287386536598
encoder.layers.encoder_layer_11.mlp[1],225,strands,0.42022705,-0.018506402149796486
encoder.layers.encoder_layer_11.mlp[1],226,tent,0.3227539,0.015426842495799065
encoder.layers.encoder_layer_11.mlp[1],227,fibers,0.3487854,0.0532696507871151
encoder.layers.encoder_layer_11.mlp[1],228,wildlife,0.26028442,0.10164596885442734
encoder.layers.encoder_layer_11.mlp[1],229,hare,0.45870972,0.6434223055839539
encoder.layers.encoder_layer_11.mlp[1],230,bathroom,0.6008911,0.47015324234962463
encoder.layers.encoder_layer_11.mlp[1],231,bin,0.2315979,0.24179477989673615
encoder.layers.encoder_layer_11.mlp[1],232,faucet,0.46200562,-0.07682482898235321
encoder.layers.encoder_layer_11.mlp[1],233,observatory,0.4255066,0.6094286441802979
encoder.layers.encoder_layer_11.mlp[1],234,shoppe,0.19259644,0.014270419254899025
encoder.layers.encoder_layer_11.mlp[1],235,restaurant,0.40447998,0.29498106241226196
encoder.layers.encoder_layer_11.mlp[1],236,benches,0.24349976,-0.019405454397201538
encoder.layers.encoder_layer_11.mlp[1],237,puppy,0.32543945,0.20888851583003998
encoder.layers.encoder_layer_11.mlp[1],238,bloodhound,0.5863342,0.06958290189504623
encoder.layers.encoder_layer_11.mlp[1],239,bottle,0.33010864,0.12991084158420563
encoder.layers.encoder_layer_11.mlp[1],240,powerbook,0.5445862,0.3226017951965332
encoder.layers.encoder_layer_11.mlp[1],241,pens,0.2675476,0.0507081001996994
encoder.layers.encoder_layer_11.mlp[1],242,helmet,0.33670044,0.26423999667167664
encoder.layers.encoder_layer_11.mlp[1],243,benches,0.6593628,0.5563427209854126
encoder.layers.encoder_layer_11.mlp[1],244,dog,0.37261963,0.09230393171310425
encoder.layers.encoder_layer_11.mlp[1],245,juvenile,0.5019531,0.011173448525369167
encoder.layers.encoder_layer_11.mlp[1],246,phonephone,0.5523987,0.5948444604873657
encoder.layers.encoder_layer_11.mlp[1],247,analogue,0.2059021,0.026280267164111137
encoder.layers.encoder_layer_11.mlp[1],248,wallets,0.40145874,0.2709123194217682
encoder.layers.encoder_layer_11.mlp[1],249,instrument,0.41256714,0.250648558139801
encoder.layers.encoder_layer_11.mlp[1],250,faucet,0.15200806,-0.028451524674892426
encoder.layers.encoder_layer_11.mlp[1],251,dresses,0.3552246,0.3347253203392029
encoder.layers.encoder_layer_11.mlp[1],252,beaver,0.52893066,0.35121089220046997
encoder.layers.encoder_layer_11.mlp[1],253,mating,0.29821777,-0.0314926914870739
encoder.layers.encoder_layer_11.mlp[1],254,stripes,0.40014648,0.052480556070804596
encoder.layers.encoder_layer_11.mlp[1],255,dog,0.36764526,0.15344111621379852
encoder.layers.encoder_layer_11.mlp[1],256,seats,0.26208496,0.11418924480676651
encoder.layers.encoder_layer_11.mlp[1],257,atm,0.43151855,0.4623865485191345
encoder.layers.encoder_layer_11.mlp[1],258,beetle,0.66619873,0.5815251469612122
encoder.layers.encoder_layer_11.mlp[1],259,necklace,0.22299194,0.20917466282844543
encoder.layers.encoder_layer_11.mlp[1],260,wildlife,0.38198853,0.14515772461891174
encoder.layers.encoder_layer_11.mlp[1],261,cookbooks,0.32919312,0.019793028011918068
encoder.layers.encoder_layer_11.mlp[1],262,coyote,0.7214966,0.39564037322998047
encoder.layers.encoder_layer_11.mlp[1],263,terrier,0.3713684,0.09976313263177872
encoder.layers.encoder_layer_11.mlp[1],264,kitchen,0.39337158,0.08218318223953247
encoder.layers.encoder_layer_11.mlp[1],265,food,0.3578186,-0.12677745521068573
encoder.layers.encoder_layer_11.mlp[1],266,ladder,0.14611816,-0.0029957874212414026
encoder.layers.encoder_layer_11.mlp[1],267,dinner,0.3312683,0.16155387461185455
encoder.layers.encoder_layer_11.mlp[1],268,bedroom,0.10696411,0.006074867676943541
encoder.layers.encoder_layer_11.mlp[1],269,sunglasses,0.27713013,0.20613369345664978
encoder.layers.encoder_layer_11.mlp[1],270,chromatography,0.19869995,0.056350696831941605
encoder.layers.encoder_layer_11.mlp[1],271,collier,0.38360596,0.03951752185821533
encoder.layers.encoder_layer_11.mlp[1],272,tractors,0.6865845,0.4189879894256592
encoder.layers.encoder_layer_11.mlp[1],273,rake,0.40438843,0.22799111902713776
encoder.layers.encoder_layer_11.mlp[1],274,hen,0.68692017,0.6546956300735474
encoder.layers.encoder_layer_11.mlp[1],275,bracelet,0.1335144,-0.08742287755012512
encoder.layers.encoder_layer_11.mlp[1],276,dogs,0.3508606,-0.3371921479701996
encoder.layers.encoder_layer_11.mlp[1],277,shuttle,0.717865,0.6641355752944946
encoder.layers.encoder_layer_11.mlp[1],278,shark,0.5739136,0.5748705267906189
encoder.layers.encoder_layer_11.mlp[1],279,mortar,0.14974976,0.09754288196563721
encoder.layers.encoder_layer_11.mlp[1],280,hound,0.3843994,0.10446163266897202
encoder.layers.encoder_layer_11.mlp[1],281,basename,0.39230347,-0.004868360701948404
encoder.layers.encoder_layer_11.mlp[1],282,terrier,0.46316528,0.0873357430100441
encoder.layers.encoder_layer_11.mlp[1],283,rake,0.30038452,0.1711035966873169
encoder.layers.encoder_layer_11.mlp[1],284,hat,0.17559814,0.16978313028812408
encoder.layers.encoder_layer_11.mlp[1],285,labrador,0.42059326,0.25808027386665344
encoder.layers.encoder_layer_11.mlp[1],286,bedrooms,0.22705078,0.008626865223050117
encoder.layers.encoder_layer_11.mlp[1],287,habitat,0.21032715,-0.07317257672548294
encoder.layers.encoder_layer_11.mlp[1],288,prescriptions,0.2774048,0.18334437906742096
encoder.layers.encoder_layer_11.mlp[1],289,tents,0.79260254,0.5573688745498657
encoder.layers.encoder_layer_11.mlp[1],290,squirrel,0.49557495,0.46928322315216064
encoder.layers.encoder_layer_11.mlp[1],291,canine,0.2565918,-0.2294856756925583
encoder.layers.encoder_layer_11.mlp[1],292,cooking,0.37017822,0.20243500173091888
encoder.layers.encoder_layer_11.mlp[1],293,balloon,0.39990234,0.4926670491695404
encoder.layers.encoder_layer_11.mlp[1],294,castles,0.32510376,0.5644932985305786
encoder.layers.encoder_layer_11.mlp[1],295,dog,0.36270142,0.08928888291120529
encoder.layers.encoder_layer_11.mlp[1],296,male,0.4915161,0.009902594611048698
encoder.layers.encoder_layer_11.mlp[1],297,pitching,0.22183228,0.19918057322502136
encoder.layers.encoder_layer_11.mlp[1],298,toilet,0.3145752,0.306060791015625
encoder.layers.encoder_layer_11.mlp[1],299,juvenile,0.3503418,0.10615713149309158
encoder.layers.encoder_layer_11.mlp[1],300,beach,0.28796387,0.14465129375457764
encoder.layers.encoder_layer_11.mlp[1],301,reorganization,0.38302612,0.02616008184850216
encoder.layers.encoder_layer_11.mlp[1],302,berries,0.40493774,0.2736682891845703
encoder.layers.encoder_layer_11.mlp[1],303,ascii,0.18447876,0.0221064705401659
encoder.layers.encoder_layer_11.mlp[1],304,washable,0.2211914,0.13929426670074463
encoder.layers.encoder_layer_11.mlp[1],305,briefcase,0.32614136,0.13502611219882965
encoder.layers.encoder_layer_11.mlp[1],306,paperbacks,0.27792358,0.0948256105184555
encoder.layers.encoder_layer_11.mlp[1],307,footwear,0.34902954,0.1635936200618744
encoder.layers.encoder_layer_11.mlp[1],308,radiator,0.3536377,0.13194693624973297
encoder.layers.encoder_layer_11.mlp[1],309,furnished,0.45654297,0.19214990735054016
encoder.layers.encoder_layer_11.mlp[1],310,cookware,0.3249817,0.00010459693294251338
encoder.layers.encoder_layer_11.mlp[1],311,faucet,0.42819214,-0.10292256623506546
encoder.layers.encoder_layer_11.mlp[1],312,bedrooms,0.48181152,0.018632277846336365
encoder.layers.encoder_layer_11.mlp[1],313,festival,0.1907959,0.0010928631527349353
encoder.layers.encoder_layer_11.mlp[1],314,monument,0.49865723,0.30021125078201294
encoder.layers.encoder_layer_11.mlp[1],315,fur,0.14898682,0.14410023391246796
encoder.layers.encoder_layer_11.mlp[1],316,dogs,0.31411743,0.0426030196249485
encoder.layers.encoder_layer_11.mlp[1],317,facility,0.3249817,0.05447819456458092
encoder.layers.encoder_layer_11.mlp[1],318,wool,0.32843018,0.008615207858383656
encoder.layers.encoder_layer_11.mlp[1],319,swimming,0.32330322,0.26034367084503174
encoder.layers.encoder_layer_11.mlp[1],320,bell,0.54785156,0.7242740392684937
encoder.layers.encoder_layer_11.mlp[1],321,grille,0.22354126,-0.015745732933282852
encoder.layers.encoder_layer_11.mlp[1],322,collier,0.24038696,0.004608927760273218
