unit,description,sim correlation
144,Red objects,0.09600956737995148
145,Vertical lines,0.057289350777864456
146,Horizontal lines,0.04348359256982803
147,Spots of the color white,0.07657734304666519
148,Nothing highlighted,0.10680080950260162
149,Numbers and letters of all objects,0.04724692180752754
150,Yellow objects,0.16673973202705383
151,White outlines of objects,-0.020961755886673927
152,White outlines of objects,0.024546490982174873
153,Spots of the color white,-0.047228146344423294
154,White areas,-0.029274340718984604
155,Spots of the color white,0.0055321017280220985
156,Horizontal lines,0.003966272808611393
157,Horizontal lines,-0.01412298996001482
158,Stripes,0.0535060279071331
159,Yellow objects,0.27582454681396484
160,Yellow and orange objects,0.12854014337062836
161,Stripes,0.07361888885498047
162,Blue and red lines,0.1161864623427391
163,Numbers and letters,0.005509044975042343
164,Spots of the color white,0.04148762673139572
165,Horizontal lines,-0.04203023388981819
166,Spots of the color white,0.0486396886408329
167,Blue and white text,0.05411485955119133
168,Horizontal stripes,-0.0011573029914870858
169,Horizontal lines,0.004922420717775822
170,Stripes,0.06477827578783035
171,Similar patterns,-0.05968122184276581
172,Horizontal lines,0.015255127102136612
173,Spots of the color white,0.00660441629588604
174,Spots of the color white,-0.0445731095969677
175,Similar patterns,-0.0078025260008871555
176,The area under lines,0.017634065821766853
177,Pink colored objects,0.16784529387950897
178,Spots of the color white,-0.011384515091776848
179,Spots of the color white,0.020697034895420074
180,The area under lines,0.12372783571481705
181,Red colored object,0.08721135556697845
182,Spots of the color white,0.056837473064661026
183,Numbers and letters of all objects,0.045767392963171005
184,Sharks,0.18108312785625458
185,Grids,-0.08511575311422348
186,Stripes,-0.03574851527810097
187,Black and white stripes,-0.022506551817059517
188,Horizontal lines,0.008330084383487701
189,Purple areas,0.11872228980064392
190,Vertical lines,0.04658415913581848
191,Green colored objects,0.027062952518463135
192,"Purple, red and blue fluorescent objects",0.1341380923986435
193,Black and white colored objects,0.005932453088462353
194,Layered part of all objects,0.07185572385787964
195,Black and white text,0.07375889271497726
196,White lines,-0.007118921726942062
197,Vertical lines,-0.004923566710203886
198,Red colored objects,0.13441352546215057
199,Horizontal lines,0.003264394123107195
200,Vertical lines,-0.018527593463659286
201,Stripes,0.020229553803801537
202,Vertical lines,0.1421644687652588
203,Stripes,0.020054740831255913
204,Numbers and letters,0.035460859537124634
205,Stripes,-0.028926225379109383
206,Dots on the bottom of a line,-0.045654863119125366
207,Numbers and letters,0.01323294173926115
208,Colorful dots,0.016760075464844704
209,Stripes,0.07700947672128677
210,Edges of objects,0.12357660382986069
211,Vertical lines,0.04969097673892975
212,Spots of the color white,-0.03767381235957146
213,Red and white objects,0.026116207242012024
214,Nothing,0.06406054645776749
215,The area under lines,-0.0025710498448461294
216,Vertical lines,0.08402597159147263
217,Horizontal lines,0.08194976300001144
218,Spots of the color white,0.05254046618938446
219,Stripes,-0.010683344677090645
220,Yellow objects,0.22156572341918945
221,The area under lines,0.02017742581665516
222,Spots of the color white,0.023778486996889114
223,Neon green,0.14158126711845398
224,Spots of the color white,0.007896806113421917
225,White areas,0.0588214211165905
226,Orange areas in picture,0.14412282407283783
227,Areas of red,0.1319313943386078
228,Yellow objects,0.1305515170097351
229,Horizontal lines,0.03379960358142853
230,Sharks,-0.07628794014453888
231,White lettering and text,0.05818731710314751
232,White areas,-0.0015760513488203287
233,Horizontal lines,-0.024327291175723076
234,Numbers and letters,0.02016058750450611
235,Red and orange objects,0.057824309915304184
236,Horizontal lines,0.029960723593831062
237,Red objects,0.26376402378082275
238,Spots of the color white,-0.0031227453146129847
239,Red and yellow objects,0.2816600799560547
240,Spots of the color white,-0.057085730135440826
241,Horizontal lines,-0.055551137775182724
242,Fluorescent blue objects,0.15533630549907684
243,Horizontal lines,0.007431676145642996
244,Black and white colored objects,0.06893092393875122
245,White areas,0.037656933069229126
246,Numbers and letters,-0.01745406910777092
247,Spots of the color white,-0.007615291513502598
248,Horizontal lines,0.03903628885746002
249,Spots of the color white,0.011820935644209385
250,Horizontal lines,-0.06255875527858734
251,Green objects,0.2002420872449875
252,Stripes,-0.0107191763818264
253,Purple and red objects,0.20830245316028595
254,Stripes,-0.014300089329481125
255,Spots of the color white,0.03124210424721241
