unit,description,sim correlation,sim ablation(optim),sim ablation(norm)
28,Black and white objects,0.0412372164428234,0.0059723258018493,0.0016428232192993164
29,Animals and circular objects,0.0959631130099296,0.0137869715690612,0.0012341737747192383
30,Fabric,0.0914809256792068,0.0122130513191223,0.00632244348526001
31,Objects that have silver in them,0.0801669657230377,0.0077681541442871,0.0056168437004089355
32,Metal objects,0.0981135219335556,0.0146844387054443,0.007932603359222412
33,Items with circular features,0.0219073928892612,0.006448209285736,-0.0016982555389404297
34,Water,0.1772005558013916,0.0307275652885437,0.03789317607879639
35,Rounded edges in pictures,-0.013177384622395,0.0098293423652648,0.0004990696907043457
36,Items with straight features,-0.0486723855137825,-0.0009523630142211,0.001958489418029785
37,Animals and clothes,0.0771618112921714,-0.0008704662322998,-0.0006831884384155273
38,Human hands,0.0820989534258842,-0.0010437965393066,0.0035573840141296387
39,Animals,0.2239071875810623,0.0384392142295837,0.02939021587371826
40,Rounded edges in pictures,0.0057950057089328,0.0022947192192077,-0.0010213851928710938
41,Rounded edges in pictures,0.0037434173282235,0.0048891305923461,-0.0007709264755249023
42,Textured areas,0.0655236467719078,0.0056936144828796,0.0005741119384765625
43,Rounded edges in pictures,0.0235966052860021,0.0263436436653137,-2.014636993408203e-05
44,Similar color patterns,-0.0373009480535984,-0.0007814168930053,-0.0011206865310668945
45,Beds,0.3533273041248321,0.0132867693901062,0.03260225057601929
46,Animals,0.043677918612957,0.0007048845291137,-0.0001239776611328125
47,Objects in the sky,0.1670364886522293,0.0060025453567504,0.010973095893859863
48,Diagonal lines,0.0299860946834087,0.0072110295295715,0.0006609559059143066
49,Cubed objects,0.0135644199326634,0.003594160079956,-2.4437904357910156e-05
50,Animals,0.2108738869428634,0.0400781631469726,0.03366243839263916
51,"Long, thin objects",0.0574310794472694,0.0266159772872924,0.001602470874786377
52,Dogs,0.0802243649959564,0.0308833718299865,0.0029878616333007812
53,Circular objects,0.0578299388289451,0.0008337497711181,-0.0013712644577026367
54,Balls,0.2413845956325531,0.0530658960342407,0.03811162710189819
55,Similar color patterns,-0.044107861816883,0.0069350600242614,0.002277076244354248
56,Animals and food,0.1573991328477859,0.0173062086105346,0.012208938598632812
57,Human mouths,0.0497192703187465,0.0042140483856201,0.00559842586517334
58,Balls,0.2437916547060012,0.0199449658393859,-0.00018286705017089844
59,Rounded objects,0.0159991532564163,0.0075259804725646,-0.00024712085723876953
60,Black and white objects,0.0535662099719047,0.0056439638137817,0.0014134645462036133
61,Items that are connected,-0.0431301370263099,0.0008782148361206,0.0013285279273986816
62,Animals,0.1890939176082611,0.0100618600845336,0.00451505184173584
63,Dog faces,0.20003642141819,0.0173219442367553,0.0067844390869140625
64,Rounded edges in pictures,-0.0032423078082501,0.0034804344177246,0.00029343366622924805
65,Animals in the grass,0.3343467116355896,0.035257339477539,0.054104626178741455
66,Books on shelves,0.1910261362791061,0.0170513987541198,0.022793591022491455
67,Items on other items,0.0454953946173191,0.0060009360313415,-0.004691481590270996
68,Items with straight features,0.0620147921144962,0.0033114552497863,0.0016878843307495117
69,Animals and orange objects,0.1024020984768867,0.0122284293174743,0.006418466567993164
70,Shower caps,0.1237048432230949,0.0110067129135131,0.0002905130386352539
71,White objects,0.0097449785098433,-0.0014899969100952,-0.002189040184020996
72,Items with straight features,0.0296378023922443,0.0047966241836547,0.0009830594062805176
73,"A tennis ball a kid is holding a hippie, a kid blowing bubbles",0.110463947057724,0.0264451503753662,0.004125773906707764
74,Clocks and clocks,0.2348591834306717,0.0225057005882263,0.025535225868225098
75,Rounded edges in pictures,0.0348334237933158,0.0232479572296142,-0.0010447502136230469
76,"Insects, spiders",0.4439091682434082,0.0606272220611572,0.07872241735458374
77,People,0.1611838638782501,0.008888840675354,0.02036142349243164
78,Circular objects,0.1792624294757843,0.0248598456382751,0.012455403804779053
79,Food,0.3634728789329529,0.0363174676895141,0.09516125917434692
80,Rounded edges in pictures,-0.0140819111838936,0.0024890303611755,-0.0003485679626464844
81,Metal objects,-0.008090884424746,-0.0026260614395141,0.0010117292404174805
82,Bodies of water,0.2990258932113647,0.0392511487007141,0.053572237491607666
83,Rounded edges in pictures,-0.0429404489696025,0.0122732520103454,-2.6226043701171875e-06
84,Rounded edges in pictures,-0.0087531479075551,-0.0020316839218139,-0.0016927719116210938
85,Furniture,0.2779249548912048,0.0141127109527587,0.023533523082733154
86,Animals,0.0422085151076316,0.0180172324180603,0.003294825553894043
87,Animals,0.2495982199907302,0.0488955378532409,0.017343997955322266
88,Objects in the sky,0.2356028854846954,0.0325360298156738,0.03514784574508667
89,Animals and poles,0.0514629110693931,0.0103805065155029,-0.0012737512588500977
90,Items with straight features,0.0837838351726532,0.0047864317893981,0.004381418228149414
91,Animals,0.1115043982863426,0.0206845998764038,0.005055606365203857
92,Animals,0.1099661439657211,0.0099679231643676,0.004455387592315674
93,Animals,0.1170841231942176,0.0066800713539123,-0.0021238327026367188
94,People,0.1372437179088592,0.011734664440155,0.016497671604156494
95,Birds,0.4069985747337341,0.0658811926841735,0.07469594478607178
96,Rounded edges in pictures,-0.0277104936540126,0.0005921721458435,-0.0003955364227294922
97,Metal objects,0.0551818832755088,0.0151348710060119,0.00011467933654785156
98,Rounded edges in pictures,0.0081059662625193,0.0002456903457641,-0.0019985437393188477
99,Animals and circular objects,0.0592388957738876,0.0140498876571655,0.0011855363845825195
100,Food,0.3500912487506866,0.0396251082420349,0.05644583702087402
101,Rounded edges in pictures,-0.0085884220898151,0.0075005888938903,-0.001178741455078125
102,Items with designs,0.0721744671463966,0.0039540529251098,0.001406848430633545
103,Animals,0.4129358828067779,0.0696731209754943,0.07330596446990967
104,Items with straight features,0.0658720135688781,0.0012558698654174,0.0009981393814086914
105,Animals,0.0718462243676185,0.0152227878570556,0.0032917261123657227
106,People holding objects,0.0713067501783371,-0.0033581256866455,0.0005209445953369141
107,Animals,0.0780808180570602,-0.0018626451492309,-0.007223248481750488
108,Vehicles and trains,0.1800836771726608,0.021702766418457,0.001834869384765625
109,Animals,0.1213935390114784,0.0293443799018859,0.018541336059570312
110,Rectangular objects,0.1785846352577209,0.0084192156791687,0.007718265056610107
111,Animals and vehicles,0.1271416246891021,0.0292598009109497,0.0031412839889526367
112,Animals and vehicles,0.0292666833847761,0.0129547715187072,0.001334071159362793
113,Faces of things,-0.0005343514494597,0.0273265242576599,-3.2782554626464844e-05
114,Food,0.2193474024534225,0.0209949016571044,0.028263449668884277
115,Items with straight features,0.0632698088884353,0.0052999854087829,0.004899919033050537
116,"Long, thin objects",0.0901107192039489,0.0150358080863952,0.007352590560913086
117,Similar color patterns,0.0426531322300434,0.0187563300132751,0.0008766055107116699
118,Animals and food,0.0719164907932281,0.0236474275588989,0.0069602131843566895
119,The color green,0.078588381409645,0.0529845356941223,0.004725396633148193
120,Animals,-0.0306029580533504,0.0053656697273254,-0.00014984607696533203
121,Poles,0.0713528990745544,0.0236788988113403,-0.002424955368041992
122,Animals and clothes,-0.0454021021723747,0.0010322928428649,0.0015730857849121094
123,Circular objects,0.1067573577165603,0.0134996771812438,0.0074312686920166016
124,Black and white colored objects,0.0236574579030275,0.0040267705917358,-0.0002187490463256836
125,Items with straight features,0.0038827350363135,0.0028476119041442,0.00017762184143066406
126,Animals,0.0387276150286197,-0.0044828653335571,-0.0005583763122558594
127,Vertical line patterns,0.0628911033272743,0.0168508291244506,0.0014571547508239746
128,Animals,0.0801660120487213,0.0144358277320861,0.001613318920135498
129,People,0.0628737583756446,0.0194777846336364,0.0013625621795654297
130,People,0.0807832479476928,0.0070632696151733,0.005897641181945801
131,Bottles,0.1121232360601425,0.0024817585945129,0.0028957724571228027
132,Items with straight features,0.0129011273384094,0.0029658675193786,0.0007675290107727051
133,Signs,0.2115586549043655,0.0179129242897033,0.026180803775787354
134,Rounded edges in pictures,-0.0193813797086477,0.0050311088562011,0.0004519224166870117
135,Water,0.2490902096033096,0.0419205427169799,0.057566285133361816
136,"People, animals",0.0797726437449455,0.0227342844009399,0.005778014659881592
137,People,0.0483003370463848,0.011846899986267,-0.0006698369979858398
138,Rounded edges in pictures,0.0284109376370906,0.014153778553009,7.152557373046875e-06
139,Animals,0.2790924608707428,0.031739056110382,0.035183727741241455
140,Birds,0.4578387141227722,0.065253734588623,0.05871850252151489
141,Items that are connected,-0.0474061407148838,0.00697922706604,0.003295600414276123
142,"Long, thin objects",0.1626462191343307,0.012210726737976,0.0101088285446167
143,Rounded edges in pictures,0.0177862588316202,-0.0005574226379394,1.4662742614746094e-05
144,Animals,0.0059314635582268,0.0053350329399108,0.0004895925521850586
145,Rounded edges in pictures,0.0221199225634336,0.0007922649383544,0.0005260109901428223
146,Similar color patterns,0.0089588249102234,0.0009219050407409,-6.973743438720703e-05
147,People,0.0854911133646965,-0.0002949237823486,0.001649618148803711
148,Brown animals,0.1497895121574401,0.0120822787284851,0.01901465654373169
149,Aquatic life,0.6596927642822266,0.0731241106986999,0.16246098279953003
150,Red and blue colored objects,0.0242973733693361,-0.0006008148193359,-0.00036144256591796875
151,Curved lines,0.1221263781189918,0.040331482887268,0.009719550609588623
152,Birds,0.0341770313680172,0.0060060620307922,-0.00032699108123779297
153,Metal objects,0.0928252711892128,0.0007054209709167,-0.0021347999572753906
154,Fabric,0.1216985061764717,0.0153923630714416,0.020641326904296875
155,Items with straight features,0.0858317837119102,0.0033934712409973,0.005314230918884277
156,Animals,0.0903103277087211,0.0226512551307678,0.006572604179382324
157,Circular objects,0.183770015835762,0.0168574452400207,-0.002230048179626465
158,Books,0.1588291972875595,0.0263466835021972,0.014426708221435547
159,Animals,0.3021880090236664,0.0560855865478515,0.06028306484222412
160,Shower caps,0.192446619272232,0.0187565684318542,0.002015411853790283
161,Brown dogs,0.0408447310328483,-0.0013623237609863,-0.0003648996353149414
162,Wheels,0.1308694034814834,0.0117620229721069,0.010904550552368164
163,Towers,0.2067408710718155,0.0131388902664184,0.008835196495056152
164,Animals and food,0.0281108822673559,0.0001551508903503,0.00026804208755493164
165,Rounded edges in pictures,-0.0270218420773744,0.0041711926460266,-8.7738037109375e-05
166,Rounded edges in pictures,-0.0180000942200422,0.0047158598899841,0.0003268122673034668
167,Green objects,0.1477866023778915,0.0242550373077392,0.006036818027496338
168,Animals and food,0.0410600565373897,0.0095143318176269,0.0028426051139831543
169,"People, domes",0.1113193780183792,0.0015326738357543,0.0005514621734619141
170,Rounded edges in pictures,0.0091732498258352,0.0031913518905639,-3.9458274841308594e-05
171,People,0.0432501658797264,-0.0001922845840454,0.0007456541061401367
172,Animals and flowers,0.0310024823993444,0.0147445201873779,0.001024782657623291
173,Red objects,0.1289907842874527,0.0260053277015686,0.01448732614517212
174,Animals and domes,0.068263329565525,0.0006840825080871,0.0007989406585693359
175,"Long, thin objects",0.1243345513939857,0.0088528990745544,0.004396557807922363
176,Sea creatures,0.1692506819963455,0.0240338444709777,0.010755419731140137
177,Animals,0.1943457275629043,0.0195451974868774,0.012321531772613525
178,Furniture and doors,0.3541383743286133,0.0299878716468811,0.0930551290512085
179,Things outside,0.0493134669959545,0.0125294923782348,0.002909243106842041
180,Flames,0.1852035969495773,0.0152561068534851,0.013351976871490479
181,Waterfalls,0.1417051702737808,0.016899824142456,0.02132856845855713
182,Rectangular objects,0.0362958684563636,0.000818908214569,-0.00079345703125
183,Animals and sticks,-0.0084674870595335,0.0145313739776611,-0.0001251697540283203
184,Human hands instruments,0.0730641111731529,0.0232739448547363,0.010461747646331787
185,Diagonal lines,0.0084138307720422,0.001768410205841,2.3245811462402344e-05
186,Rounded edges in pictures,-0.0415937453508377,-0.0027389526367187,0.0022609829902648926
187,Tables,0.3180661201477051,0.0223469138145446,0.060492098331451416
188,Circular objects and animals,0.011374250985682,0.002321183681488,0.0002918243408203125
189,Hands,0.1924883276224136,0.0066874027252197,0.021549582481384277
190,Vehicles,0.1655355244874954,0.0118470788002014,0.008600115776062012
191,Rounded objects,-0.0078347418457269,-0.0011887550354003,-3.9577484130859375e-05
192,Items with straight features,0.0868341401219368,0.0091028213500976,0.00857001543045044
193,Rounded objects,0.1217641457915306,0.0133053660392761,0.0034334659576416016
194,Animals,0.1689860224723816,0.0320221185684204,0.01943761110305786
195,Animals,0.1923289746046066,0.0580370426177978,0.030868172645568848
196,Animals,0.097473956644535,0.0224647521972656,0.014461815357208252
197,Metal objects,0.1196576654911041,0.000840425491333,0.0023100972175598145
198,Regions with straight features,-0.0207411386072635,-5.257129669189453e-05,-2.682209014892578e-05
199,Similar color patterns,-0.0631357580423355,-0.0039082765579223,0.0015694499015808105
200,Nature,0.186185210943222,0.0214602351188659,0.038825929164886475
201,People,0.0369167402386665,0.0055888891220092,0.000644683837890625
202,Animals and flowers,0.0148147763684391,0.0094090700149536,-1.4662742614746094e-05
203,Rounded edges in pictures,-0.0448053255677223,0.0084757208824157,0.0001951456069946289
204,Vehicles,0.0608540922403335,0.0030713081359863,0.0011064410209655762
205,Items that are connected,-0.0060166474431753,-0.0056496858596801,1.33514404296875e-05
206,Animals,-0.0066049550659954,-0.0038071870803833,-0.0003629922866821289
207,Round fruits and balls,0.2460868507623672,0.0137841701507568,0.02357715368270874
208,Animals,0.1666702330112457,0.035787284374237,0.034168362617492676
209,Faces of people wearing hats,0.1833271533250808,0.0168054699897766,0.008269190788269043
210,Items that are connected,0.15889972448349,0.006819725036621,0.011090695858001709
211,Items with straight features,-0.1040841415524482,-0.0012387037277221,0.008125722408294678
212,Animals and circular objects,0.0325831025838851,0.0312340855598449,0.00042629241943359375
213,Items with straight features,0.0422314219176769,0.0075710415840148,0.0005387663841247559
214,Dogs,0.1905578970909118,0.0129863023757934,-0.010201811790466309
215,Animals,-0.1053191050887107,-0.0065699815750122,0.0027788877487182617
216,Items that are connected,-0.0137102594599127,0.0071433782577514,0.0001678466796875
217,Animals,0.2065745294094085,0.0574359893798828,0.03799557685852051
218,Red objects,0.0414486341178417,0.0038732290267944,0.0014587044715881348
219,Animals and birds,0.1008327305316925,0.0162608623504638,0.005524277687072754
220,People wearing hats,0.1321512162685394,0.0050259828567504,0.005338549613952637
221,Metal objects,0.1045758873224258,0.0114633440971374,0.007684230804443359
222,Items with straight features,0.010574092157185,0.0092495679855346,-2.1338462829589844e-05
223,Animals,0.0122741814702749,-0.0026146173477172,-0.0015808343887329102
224,Rounded edges in pictures,0.0219514239579439,0.0009432435035705,-0.0019145011901855469
225,Poles,0.1257787197828292,0.0042005181312561,-0.009395718574523926
226,Animals,0.029920183122158,0.0061191916465759,0.0017542839050292969
227,Aquatic life,0.2666592299938202,0.0244533419609069,0.02351522445678711
228,Rounded edges in pictures,-0.0388819091022014,0.0050904750823974,0.0010513663291931152
229,Animals,0.0138323558494448,0.0045511722564697,0.0008754134178161621
230,Balls,0.1511844545602798,0.0209808945655822,0.01690918207168579
231,Animals,0.26767697930336,0.0511022210121154,0.039618611335754395
232,Circular objects,0.111808106303215,-0.0016382932662963,0.00021350383758544922
233,People,0.006875769700855,-0.0006442070007324,-0.0009580850601196289
234,Skinny poles,0.1348437815904617,0.0191858410835266,0.010329604148864746
235,Balls,0.2365014404058456,0.0305145978927612,0.010728180408477783
236,Items with straight features,-0.0376789942383766,0.0250959396362304,0.002042710781097412
237,Faces of people,0.075346440076828,0.018991470336914,0.00430983304977417
238,Circular objects,0.0581174157559871,0.0008025169372558,0.001744985580444336
239,Items with straight features,0.0343784056603908,0.0029368996620178,0.001694798469543457
240,Buildings,0.2741888463497162,0.0243638157844543,0.04006826877593994
241,Animals,0.0946097522974014,0.0089918971061706,0.0036557912826538086
242,Hats,0.2514147758483886,0.0101751685142517,0.013869643211364746
243,Text,0.178140103816986,0.0063554644584655,0.017801105976104736
244,Red hued objects,0.0372487604618072,0.0037529468536376,0.0014226436614990234
245,Items with straight features,0.0117321545258164,0.0066944360733032,0.0002962350845336914
246,Striped objects,0.0756140500307083,0.0023425817489624,0.0004993081092834473
247,Animals,0.1259882152080536,0.0150309205055236,0.00045937299728393555
248,Circular objects,0.1464739590883255,0.0151273608207702,0.012896597385406494
249,"Long, thin objects",0.0753865540027618,-3.659725189208984e-05,-0.0023328065872192383
250,Diagonal lines,0.0999794378876686,0.0025966167449951,0.0029082298278808594
251,Faces of people,0.1186013668775558,0.0200750827789306,0.014950156211853027
252,Fences,0.238943263888359,0.0664544105529785,0.0543895959854126
253,Similar color patterns,0.1697017401456833,0.0111519694328308,0.023881912231445312
254,Neck braces,0.1831888109445572,0.0012325048446655,0.005312979221343994
255,"Long, thin objects",0.1474014967679977,0.0148854255676269,0.005193829536437988
256,Snow and people,0.4627168476581573,0.0446560978889465,0.05953305959701538
257,Nature,0.220972329378128,0.0327126383781433,0.02501600980758667
258,Vertical lines,0.1048351675271987,0.0228133797645568,0.0044405460357666016
259,Animals,0.2734218239784241,0.0594403147697448,0.06099790334701538
260,Items with straight features,0.0868900865316391,0.0027355551719665,0.004233181476593018
261,Similar color patterns,0.0667126029729843,0.0056857466697692,0.001284778118133545
262,Human hands,0.0248473063111305,-0.0009865760803222,0.00025337934494018555
263,Similar patterns,0.0578121691942215,0.0009288787841796,0.0008012652397155762
264,Items with straight features,0.08200703561306,0.0040591359138488,0.0019258856773376465
265,Items with straight features,-0.0097023313865065,0.0074840784072875,-8.821487426757812e-06
266,"Long, thin objects",0.0632707178592681,0.0060260891914367,0.0012537240982055664
267,The sky,0.197314515709877,0.0222343802452087,0.02420353889465332
268,Water,0.1836545616388321,0.0215682983398437,0.017477571964263916
269,Animals,0.0974014475941658,0.0204762816429138,0.0035788416862487793
270,Animals and circular objects,-0.060392539948225,-0.0056736469268798,0.003448963165283203
271,Animals,0.2015974670648574,0.0286723375320434,0.02373957633972168
272,Things outside,-0.0147380121052265,0.0209085345268249,-0.0011054277420043945
273,Items with straight features,0.0511520877480506,0.0024136900901794,0.0008594989776611328
274,Rounded objects,0.1244049668312072,0.0032269358634948,0.006764650344848633
275,Animals,-0.0102997235953807,0.0031280517578125,-2.586841583251953e-05
276,Items of central focus,0.0214746240526437,0.0020868182182312,-0.00012409687042236328
277,Animals,0.1414316892623901,0.025165319442749,0.014180421829223633
278,Animals,0.1825129389762878,0.0398230552673339,0.015144765377044678
279,Animals and people,0.0068265162408351,0.0075371861457824,0.0004341602325439453
280,Animals,0.0701774731278419,0.0218788981437683,0.004118204116821289
281,Animals,0.0248513501137495,0.0102021694183349,-0.0022673606872558594
282,Red objects,-0.0015830312622711,0.0050846338272094,-7.271766662597656e-06
283,Metal objects,0.0355142429471015,0.0085183382034301,0.0024145841598510742
284,The tops of buildings,0.1185709163546562,0.0186461210250854,0.007357537746429443
285,Human hands,0.1109920963644981,0.0049641132354736,0.009275078773498535
286,Rounded edges in pictures,-0.0711665302515029,-0.0023987293243408,0.002677023410797119
287,"Food, people, and rocks",0.1286731213331222,0.0173320770263671,0.006303608417510986
288,Hands,0.1074836477637291,0.0047972202301025,0.0053719282150268555
289,Keyboards,0.4081713855266571,0.0430923104286193,0.11551094055175781
290,Rounded objects,0.0792537629604339,-0.0012335777282714,-0.004895687103271484
291,Circular objects and animals,0.0969555303454399,0.0203263759613037,0.002484917640686035
292,Black and white colored objects,0.0101487729698419,0.0023960471153259,-0.00014448165893554688
293,Items with straight features,0.0354104526340961,0.0041415095329284,-0.0005223751068115234
294,Rounded objects,0.0437962338328361,0.0042591094970703,0.000771939754486084
295,Items with straight features,0.0875858515501022,0.0099480152130126,0.00454479455947876
296,Rounded edges in pictures,-0.0177090428769588,-0.0005805492401123,0.00046372413635253906
297,Towers,0.1732149273157119,0.0312035083770751,0.01234215497970581
298,Rounded edges in pictures,0.0123740136623382,0.0013989806175231,-9.5367431640625e-07
299,Animals,0.176590546965599,0.029858648777008,0.022855401039123535
300,Water,0.2366506606340408,0.0361139774322509,0.028059005737304688
301,Bridges and benches,0.280866265296936,0.0441100597381591,0.06760179996490479
302,Animals,0.1499112397432327,0.0343636870384216,0.02733314037322998
303,Rounded objects,-0.0316477119922637,0.002404510974884,0.0006697773933410645
304,Rectangular objects,0.1513765007257461,0.0066707730293273,0.006419539451599121
305,Dog heads,0.1436590552330017,0.0097362399101257,-0.0028227567672729492
306,"Long, thin objects",0.108061634004116,0.0179663300514221,0.013134479522705078
307,Arches,0.1946404576301574,0.0334113836288452,0.012400805950164795
308,Items with straight features,0.1117214858531951,0.0066195726394653,0.00659334659576416
309,Triangular shapes,0.0430597737431526,0.0034260749816894,0.003572404384613037
310,Musical instruments and leashes,-0.0130540654063224,0.0395365357398986,0.00045883655548095703
311,Items with straight features,-0.0461512021720409,0.0051180124282836,0.0010523200035095215
312,Animals and circular objects,0.0835677906870842,0.0055775046348571,0.0041010379791259766
313,Items that are curved,-0.0330437570810318,-0.0035691261291503,0.0009208917617797852
314,Items with straight features,0.022864356637001,0.0036041736602783,0.0011456012725830078
315,Items that are connected,-0.0131738288328051,0.0022160410881042,8.630752563476562e-05
316,Items with straight features,0.123294211924076,0.0095472931861877,0.012820243835449219
317,Balls,0.1120924726128578,0.0160186886787414,0.004643142223358154
318,Circular objects,0.0727324113249778,0.0025300979614257,0.0003139972686767578
319,Animals,0.058264136314392,0.0108431577682495,-0.0015099048614501953
320,Similar patterns,0.0334891565144062,0.0107533335685729,0.0007141828536987305
321,Circular objects,0.0344221889972686,0.0056021809577941,-0.002515435218811035
322,Items with straight features,-0.0316813066601753,0.0044160485267639,0.0004488825798034668
323,Circular objects,0.1685259640216827,0.0158479213714599,0.00024193525314331055
324,Birds,0.0943401828408241,-6.532669067382812e-05,0.0015072822570800781
325,Animals and vehicles,0.0813823044300079,0.0079562067985534,0.004553079605102539
326,Ties and socks,0.1568732559680938,0.0169702768325805,0.015661895275115967
327,Rounded edges in pictures,0.0587936453521251,0.0142707228660583,0.005372285842895508
328,Nature,0.1685910373926162,0.0224414467811584,0.020200014114379883
329,Red objects,0.0852297246456146,0.0169520378112792,0.0038275718688964844
330,Animals,0.0025215826462954,0.0049061775207519,-0.00016057491302490234
331,Brown dogs,0.2584555745124817,0.0132753252983093,0.04414480924606323
332,Animals and sticks,0.0236199647188186,0.0037702918052673,0.0009937882423400879
333,Rounded edges in pictures,0.0025719734840095,0.0139319896697998,-6.520748138427734e-05
334,Animals and circular objects,-0.1346026360988617,-0.0070434808731079,1.519918441772461e-05
335,Items that are curved,0.0676601380109787,0.0076080560684204,-0.0019330978393554688
336,Balls,0.2140269726514816,0.0323372483253479,0.026081621646881104
337,Bottles,0.138138547539711,0.0093417167663574,0.011224627494812012
338,Animals and domes,-0.0298574641346931,0.0063403844833374,-0.0008887052536010742
339,Animals and domes,-0.0518864914774894,-9.059906005859376e-05,0.0004412531852722168
340,Animals and circular objects,0.0707946121692657,0.0073066353797912,0.0012261271476745605
341,Clothing,0.0978145897388458,0.0047928690910339,-0.00045621395111083984
342,Animals,0.0118655283004045,0.0379638671875,-0.0001919269561767578
343,Red objects,0.0729245766997337,0.0093519687652587,0.0025385618209838867
344,Items with straight features,0.055078949779272,0.0039092302322387,0.00037223100662231445
345,Buildings,0.20845527946949,0.0147273540496826,0.02428966760635376
346,Circular objects,0.0663472861051559,0.0191832780838012,0.0033412575721740723
347,Textured areas,0.0977596417069435,0.0121886134147644,0.005322575569152832
348,Vertical line pattern on objects,0.0113132419064641,0.004847228527069,0.000535428524017334
349,Animals,0.0595718622207641,-0.0014503002166748,-0.0028450489044189453
350,Curved items,0.1559565216302871,0.0122016072273254,0.004393577575683594
351,Rounded edges in pictures,-0.0325224213302135,0.0057330727577209,0.0006248354911804199
352,Items with straight features,-0.0419459380209445,-0.0021309852600097,0.0016970038414001465
353,Animals and people,0.1576000154018402,0.0197618007659912,0.009964287281036377
354,Animals,0.0495537184178829,0.014943778514862,0.002045154571533203
355,Items with straight features,-0.0341984294354915,-0.0039386749267578,0.0009652972221374512
356,The ground and a couple animals,0.0065120994113385,0.0084002614021301,-8.511543273925781e-05
357,Insects,0.3695733547210693,0.0655734539031982,0.06595700979232788
358,Brown dogs,0.2129161804914474,0.0164850354194641,0.024951279163360596
359,Clocks,0.2368660420179367,0.0329804420471191,0.024807333946228027
360,Circular objects,0.0184055548161268,0.0065877437591552,-6.103515625e-05
361,Items with straight features,-0.0089269857853651,-0.0024558305740356,5.894899368286133e-05
362,Circular objects,0.1143516972661018,0.0084973573684692,0.0034760236740112305
363,Animals,0.0279515273869037,0.0056857466697692,-0.0003552436828613281
364,Legs of humans and animals,0.0853373780846595,0.0100769400596618,0.0043495893478393555
365,Metal objects,0.0399477966129779,-0.0101335048675537,-0.000802159309387207
366,Items with straight features,0.1496728211641311,0.0047511458396911,0.009356141090393066
367,Items with straight features,0.128293976187706,0.0042759180068969,0.010320127010345459
368,Animals,0.2543109655380249,0.0415638089179992,0.04186391830444336
369,Animals and blue objects,0.1257228255271911,0.0155922174453735,0.009312093257904053
370,Containers,-0.0003179700870532,0.001198410987854,7.683038711547852e-05
371,Items with straight features,-0.0668787062168121,-0.0092365741729736,0.0029276013374328613
372,The pointy tops of urn containers,0.0981346517801284,0.0091487169265747,-0.0017877817153930664
373,Items with straight features,-0.0475781112909317,0.0067952871322631,0.00044721364974975586
374,Nature,0.2385620176792144,0.032219648361206,0.042073845863342285
375,Animals and vehicles,0.0318990647792816,0.0169311761856079,0.0017807483673095703
376,Vehicles,0.1247297599911689,0.0173726081848144,0.012613415718078613
377,Items that are connected,-0.0501129366457462,0.0028961300849914,0.0028423666954040527
378,Food,0.1547085791826248,0.0297207832336425,0.01987379789352417
379,Animals and circular objects,-0.0113307861611247,0.0061537027359008,4.3392181396484375e-05
380,Dogs,0.3864435255527496,0.0900176167488098,0.09041953086853027
381,"Bottles, pens and animals",0.1042129024863243,0.0081244111061096,0.00811547040939331
