layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,weight5,concept5,weight6,concept6,weight7,concept7,weight8,concept8,weight9,concept9,bias,sim correlation,sim ablation(optim),sim ablation(norm)
layer4,1096,0.368357303,3.8380358,stone wall,3.036844,cliff dwelling,2.1377306,geological formation,0.26710826,organism,0,0,0,0,0,0,0,0,0,0,0,0,0.655632615,0.307590961,0.096329451,0.076257288
layer4,1097,0.32171003,1.7469686,coral fungus,1.4903127,space shuttle,1.138584,leporid,0.5964466,utensil,0.4014409,bovid,0.31724137,invertebrate,0,0,0,0,0,0,0,0,0.472505718,0.231915399,0.015069544,0.010350108
layer4,1098,0.451473817,2.4400837,military uniform,1.7600952,military vehicle,1.4250851,armor plate,1.1355448,weapon,0,0,0,0,0,0,0,0,0,0,0,0,0.442086607,0.396806896,0.111542463,0.114782453
layer4,1099,0.336441052,2.2079272,paddle wheel,1.9380958,farm machine,1.4487534,birdhouse,0.26015106,container,0,0,0,0,0,0,0,0,0,0,0,0,0.422317088,0.348481268,0.066094518,0.069890857
layer4,1100,0.406671805,3.8636353,geyser,1.7586929,mashed potatoes,1.6931872,steam locomotive,0.5838505,oscine,0,0,0,0,0,0,0,0,0,0,0,0,0.469564468,0.304753065,0.052562773,0.017535567
layer4,1101,0.35258824,1.9129964,jeans,0.554107,bag,0.29842576,clothing,0.27524433,domestic animal,0,0,0,0,0,0,0,0,0,0,0,0,0.391657591,0.294783682,0.035682499,0.044437289
layer4,1102,0.420209767,1.7266982,baseball player,1.5278193,Afghan Hound,1.3868988,airplane wing,1.2525395,heavier-than-air craft,0.5568243,sporting dog,0.14832655,vertebrate,0,0,0,0,0,0,0,0,0.295682579,0.305241615,0.091119885,0.064131081
layer4,1103,0.321382523,0.8781887,cartilaginous fish,0.6969977,prototherian,0.38205874,geological formation,0.11735368,matter,0,0,0,0,0,0,0,0,0,0,0,0,0.289171159,0.298690557,0.032083392,0.029534698
layer4,1104,0.339869142,2.8492093,maypole,0.6431745,seabird,0.56860185,snake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434449673,0.284423202,0.02416116,0.021207571
layer4,1105,0.376726468,1.1408895,fox,0.64284873,geological formation,0.44107592,bird,0.19066206,vertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0.402546972,0.34557575,0.09597981,0.071167111
layer4,1106,0.543821003,2.0661645,food,1.6439296,fruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863981724,0.572144806,0.111935973,0.175017774
layer4,1107,0.319089502,1.7952256,sea lion,1.25314,block plane,1.060482,great ape,0.9395952,boa,0,0,0,0,0,0,0,0,0,0,0,0,0.372304469,0.27816844,0.018087029,-0.009571433
layer4,1108,0.341954024,2.6949153,cruciferous vegetable,2.2109473,broccoli,1.9918908,coral fungus,0.7975981,geological formation,0,0,0,0,0,0,0,0,0,0,0,0,0.559658766,0.460663766,0.033841908,0.021091521
layer4,1109,0.395680031,2.781159,horse chestnut seed,1.4180588,control,1.3304648,croquet ball,0.9902076,schnauzer,0,0,0,0,0,0,0,0,0,0,0,0,0.455550343,0.207329139,0.018250346,0.0117082
layer4,1110,0.455963144,2.6298158,airplane wing,2.4812963,heavier-than-air craft,0.94985116,fox,0.29226857,vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0.411955535,0.317372888,0.057710707,0.038939595
layer4,1111,0.382598813,3.3180873,rickshaw,2.8854604,Pickelhaube,0.86560625,conveyance,0.60473776,structure,0,0,0,0,0,0,0,0,0,0,0,0,0.774754882,0.276001424,0.051654816,0.043621004
layer4,1112,0.324067988,1.0058396,barometer,0.79510075,hermit crab,0.6017329,horse chestnut seed,0.47395676,mollusk,0.16239016,food,0,0,0,0,0,0,0,0,0,0,0.243451163,0.213001639,0.023296416,0.010704935
layer4,1113,0.425040726,1.5822494,German Shorthaired Pointer,1.376492,French Bulldog,0.31469625,hunting dog,0.2288635,bird,0.21936586,mammal,0,0,0,0,0,0,0,0,0,0,0.302090168,0.415208071,0.120936513,0.118915617
layer4,1114,0.34451598,1.391311,homopterous insect,1.3598483,pan flute,1.1382862,scorpion,1.1227882,orthopterous insect,0.31680748,bird,0,0,0,0,0,0,0,0,0,0,0.42046386,0.203307033,0.032822132,0.013548374
layer4,1115,0.317870089,1.4045849,stage,1.253392,drilling rig,1.2060311,altar,0.4464729,musical instrument,0.2516891,conveyance,0.19758907,covering,0,0,0,0,0,0,0,0,0.429000735,0.216411904,0.05680418,0.039759934
layer4,1116,0.306936299,1.8155178,quail,1.4592057,ray,1.3647767,turtle,0.9914842,elephant,0,0,0,0,0,0,0,0,0,0,0,0,0.524689734,0.237306952,0.021607816,0.011114955
layer4,1117,0.344379179,1.6614616,shoe,0.5601331,restraint,0.43719572,reptile,0.3837644,invertebrate,0.36624843,canine,0,0,0,0,0,0,0,0,0,0,0.577726781,0.284699708,0.04218781,0.030996263
layer4,1118,0.384834424,1.9400625,geological formation,0.6405956,conveyance,0.22625037,mammal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560457528,0.239503816,0.023374379,0.027763665
layer4,1119,0.330601864,2.212258,picket fence,1.3483744,pan flute,1.1219069,blind,0.18428424,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.388415635,0.225882366,0.021700501,0.026769757
layer4,1120,0.440623691,1.2780193,academic gown,1.2241453,elephant,0.61152524,bird,0.432774,dog,0,0,0,0,0,0,0,0,0,0,0,0,0.350645363,0.396524101,0.086078107,0.045709789
layer4,1121,0.436868366,2.5171838,drilling rig,2.3133523,radio telescope,2.1411726,water tower,0.39500928,arthropod,0.39228794,vehicle,0,0,0,0,0,0,0,0,0,0,0.465428978,0.383603841,0.030780971,0.035598695
layer4,1122,0.323560845,2.5446286,goldfish,1.4736961,hippopotamus,0.6454848,aquatic bird,0.36725765,vessel,0,0,0,0,0,0,0,0,0,0,0,0,0.535778046,0.274997085,0.016104281,0.01777482
layer4,1123,0.369620811,0.657486,crustacean,0.56462604,nutriment,0.47816804,substance,0.40283644,hound,0,0,0,0,0,0,0,0,0,0,0,0,0.38636145,0.20424214,0.014386415,0.012426615
layer4,1124,0.419863521,2.920909,red wine,2.3050528,glass,1.4823464,bottle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469997078,0.405966878,0.101495206,0.106879175
layer4,1125,0.43351696,1.5370034,sneaker,1.2208133,pelican,1.0271387,digital watch,0.5791076,lizard,0.53073066,decapod crustacean,0.29077652,reptile,0,0,0,0,0,0,0,0,0.329383343,0.338981777,0.058707058,0.045317352
layer4,1126,0.406789348,2.0584545,Granny Smith apple,1.8962928,green mamba,0.7787417,produce,0.71467626,insect,0,0,0,0,0,0,0,0,0,0,0,0,0.537880182,0.402395219,0.098362625,0.081034064
layer4,1127,0.411651086,2.7420008,photocopier,2.7056544,half-track,2.694556,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508132994,0.296081841,0.029065311,0.020983577
layer4,1128,0.277267486,1.0717345,echidna,1.0197331,turnstile,0.7130563,paddle wheel,0.3120827,restraint,0,0,0,0,0,0,0,0,0,0,0,0,0.345559686,0.148773476,0.02077347,-0.002253771
layer4,1129,0.394517884,1.432869,turtle,1.3892285,American alligator,1.0763432,ape,0.6513295,ball,0.5412818,lizard,0.21185346,covering,0,0,0,0,0,0,0,0,0.405391306,0.304946661,0.049277961,0.022255838
layer4,1130,0.337044201,2.143298,chocolate syrup,1.3612123,pan,1.0682229,amphibian,0.7171216,nutriment,0.4966728,invertebrate,0,0,0,0,0,0,0,0,0,0,0.48556304,0.321406633,0.075736463,0.082569599
layer4,1131,0.488206818,1.0645825,insect,0.7645455,bird,0.5011886,organism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596331835,0.423877448,0.149187505,0.076150715
layer4,1132,0.402318681,1.3977755,substance,1.3471545,squash,1.1123822,tableware,0.6243813,home appliance,0.220701,instrumentality,0,0,0,0,0,0,0,0,0,0,0.532071114,0.191578627,0.015905619,0.027066469
layer4,1133,0.441474351,2.6392066,photocopier,2.0449798,split-rail fence,1.315622,printer,1.0645937,turnstile,0.14583066,artifact,0,0,0,0,0,0,0,0,0,0,0.394502491,0.296943694,0.019004107,0.004255891
layer4,1134,0.373200634,1.9528533,overskirt,1.5304295,pirate ship,1.2350359,mosquito net,0.75644445,lamp,0.5849868,primate,0.274632,covering,0.23681071,vessel,0,0,0,0,0,0,0.49729678,0.313498557,0.062703013,0.063184798
layer4,1135,0.345904964,0.4863395,tool,0.19215293,device,0.16101854,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320308238,0.248518243,0.009870648,0.031476676
layer4,1136,0.379489631,2.186828,rotisserie,1.3778502,turtle,0.33238226,invertebrate,0.27403033,vessel,0,0,0,0,0,0,0,0,0,0,0,0,0.366135478,0.35246861,0.047847986,0.043021262
layer4,1137,0.447618573,1.0275286,hummingbird,1.0018363,photocopier,0.936613,shorebird,0.6451069,fish,0.6007101,schnauzer,0.5042634,finch,0,0,0,0,0,0,0,0,0.324471384,0.309946686,0.045318246,0.032847404
layer4,1138,0.330904925,0.68555814,mollusk,0.5381984,fish,0.42801416,substance,0.32177082,invertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0.426147431,0.343382031,0.040634692,0.055861235
layer4,1139,0.437784081,2.5644305,brass,2.0477386,nematode,1.4911062,maypole,1.1386933,drilling rig,0.6172821,wading bird,0,0,0,0,0,0,0,0,0,0,0.378651589,0.395566255,0.086951315,0.079401135
layer4,1140,0.39116449,2.342712,apiary,1.3591043,filing cabinet,1.3320354,frilled-necked lizard,0.8420113,toiletry,0.14291112,artifact,0,0,0,0,0,0,0,0,0,0,0.353578359,0.2196206,0.006203771,-0.001982331
layer4,1141,0.431797609,1.8534092,Mexican hairless dog (xoloitzcuintli),1.6285745,mask,1.3463446,breathing device,1.2353828,horse chestnut seed,0.890819,greyhound,0.6616374,ungulate,0,0,0,0,0,0,0,0,0.327904135,0.351543576,0.057325006,0.037422121
layer4,1142,0.353796818,1.336858,clogs,0.40480167,musical instrument,0.34319013,substance,0.19524664,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.357946754,0.23047936,0.022271216,0.014735639
layer4,1143,0.489052727,1.2789828,ball,1.042949,monkey,0.46513426,bird,0.40541604,organism,0,0,0,0,0,0,0,0,0,0,0,0,0.514798939,0.34803316,0.105251312,0.051955283
layer4,1144,0.390883853,2.4374523,tool kit,1.5947453,paintbrush,1.5747874,pen,1.2320226,piano,1.1805465,double-reed instrument,0.48705718,implement,0,0,0,0,0,0,0,0,0.474779695,0.38443163,0.084932446,0.067883193
layer4,1145,0.455136525,2.035592,horse chestnut seed,1.630518,acorn,1.4332186,sporting dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450768441,0.282764524,0.025983036,0.008998215
layer4,1146,0.275952095,0.45088348,box,0.23953015,conveyance,0.11595095,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313502163,0.082806446,0.004297674,0.005731344
layer4,1147,0.401990215,2.245545,Siamese cat,1.7474084,block plane,1.249659,hummingbird,1.1579926,cowboy hat,1.05768,clogs,0.35592005,bird,0,0,0,0,0,0,0,0,0.421224743,0.280975282,0.031249225,-0.041339159
layer4,1148,0.384510519,1.2491163,place of business,1.1485932,candy store,0.4185419,matter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484648913,0.236427769,0.02980262,0.03219527
layer4,1149,0.327967459,1.5527276,window shade,1.0674431,barn,1.0108869,screen,0.8499184,movie theater,0.1311017,artifact,0,0,0,0,0,0,0,0,0,0,0.393566966,0.261268884,0.050697565,0.031654716
layer4,1150,0.317984964,2.4169598,skunk,2.0218332,badger,1.8265651,black-and-white colobus,1.6456606,lock,0,0,0,0,0,0,0,0,0,0,0,0,0.452008247,0.335705549,0.04736042,0.036962926
layer4,1151,0.549087475,1.1760161,bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41623196,0.4371939,0.054910004,0.039457977
layer4,1152,0.249464134,0.75796473,giant panda,0.7383959,red wine,0.11910882,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248198941,0.093474418,0.003699124,-0.004367828
layer4,1153,0.36292081,2.0077899,unicycle,1.266268,racket,1.2657279,gymnastic apparatus,1.1398884,antelope,0.67750376,tool,0.32275707,commodity,0,0,0,0,0,0,0,0,0.446352929,0.282150507,0.046336114,0.033098936
layer4,1154,0.346006808,1.7777246,swimsuit,1.2952316,volleyball,1.1655194,toiletry,1.0678508,gymnastic apparatus,0.8275663,fox,0,0,0,0,0,0,0,0,0,0,0.491705149,0.272711426,0.034794569,0.037854493
layer4,1155,0.323323351,0.5371122,appliance,0.4951742,fish,0.3073769,implement,0.28164893,invertebrate,0.2150035,container,0.14494555,device,0,0,0,0,0,0,0,0,0.391478509,0.259428799,0.012736976,0.024831057
layer4,1156,0.277174804,1.2067752,sheet,0.80381936,shoe,0.5352557,snake,0.45671812,electronic equipment,0.29448208,hound,0.11681625,instrumentality,0,0,0,0,0,0,0,0,0.343360186,0.24004446,0.021595597,0.019387662
layer4,1157,0.300565736,1.7681813,solar thermal collector,1.4754055,Weimaraner,1.3148849,hippopotamus,0.77248913,schnauzer,0.18510826,clothing,0,0,0,0,0,0,0,0,0,0,0.442302316,0.211660802,0.018338799,0.003703415
layer4,1158,0.41239885,1.9593561,snail,1.2679751,game bird,1.1985554,turtle,1.154845,butterfly,0.9721226,mollusk,0,0,0,0,0,0,0,0,0,0,0.472379923,0.408173382,0.065153062,0.039181352
layer4,1159,0.351133947,1.3304453,communication,1.0483776,police van,0.80302554,stork,0.6998809,chainsaw,0.5026933,shop,0.20860866,bird,0.10065904,instrumentality,0,0,0,0,0,0,0.289516121,0.247109383,0.020178676,0.019360602
layer4,1160,0.321706824,3.4910004,apiary,2.3586557,rain barrel,0.53161997,tool,0.4209064,appliance,0,0,0,0,0,0,0,0,0,0,0,0,0.511502922,0.257063985,0.048612118,0.03125447
layer4,1161,0.326750081,1.2947266,swing,1.2782699,woodwind,0.74377453,finch,0.10597844,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.365031689,0.235925809,0.00344491,-0.016398191
layer4,1162,0.393609404,1.0278792,wolfhound,0.67456615,nutriment,0.45014364,even-toed ungulate,0.40792337,terrier,0.25722775,dog,0,0,0,0,0,0,0,0,0,0,0.359630495,0.309700757,0.05019927,0.047956407
layer4,1163,0.273439574,0.69994795,pan,0.3373905,geological formation,0.28096384,food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342357069,0.174390048,0.036482751,0.017400026
layer4,1164,0.421077087,1.4462559,trifle,1.2913557,piano,0.98155075,oven,0.70991665,gymnastic apparatus,0.7076881,tableware,0.4013,substance,0.3576984,implement,0,0,0,0,0,0,0.389681548,0.325174361,0.035824537,0.030037701
layer4,1165,0.297943205,2.5636902,harp,1.6840575,balloon,1.3090111,trifle,1.2855597,glass,0.17132507,artifact,0,0,0,0,0,0,0,0,0,0,0.440558016,0.222023606,0.009421349,0.008980215
layer4,1166,0.372916923,0.5172888,invertebrate,0.4447039,fruit,0.30106634,matter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421260059,0.312082499,0.025055587,0.033911705
layer4,1167,0.420465544,1.5498691,electric fan,1.4666278,odonate,1.1459978,snake,0.6884153,bovid,0,0,0,0,0,0,0,0,0,0,0,0,0.41230008,0.416889191,0.066488624,0.037190557
layer4,1168,0.303330558,0.62038493,furniture,0.5317688,lizard,0.41132966,appliance,0.13751881,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0.429195523,0.211706504,0.01916796,0.025524855
layer4,1169,0.151300662,0.04268889,domestic animal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247097477,0.076650038,0.005498767,0.009038866
layer4,1170,0.264460494,1.2190782,soda bottle,0.9457583,pinwheel,0.4602783,place of business,0.2406336,clothing,0.18371959,container,0,0,0,0,0,0,0,0,0,0,0.410628885,0.122467943,0.015483439,0.008364856
layer4,1171,0.362710668,1.9693749,gown,1.188498,wirehair,0.9362726,skirt,0.9315958,leporid,0.32536685,even-toed ungulate,0,0,0,0,0,0,0,0,0,0,0.316166878,0.246111304,0.054555833,0.055211782
layer4,1172,0.314432174,1.7047437,football helmet,1.5726365,radiator grille,0.71528953,electronic equipment,0.6777631,car,0.11763409,carnivore,0,0,0,0,0,0,0,0,0,0,0.438755304,0.221543878,0.022741854,0.030696034
layer4,1173,0.274185502,1.221802,zebra,0.8108523,keyboard,0.6276586,portable computer,0.6067596,bag,0.097683005,artifact,0,0,0,0,0,0,0,0,0,0,0.416351944,0.190120786,0.013247132,0.013813794
layer4,1174,0.37747868,1.3926163,Golden Retriever,0.85973513,fungus,0.585483,food,0.25207058,canine,0.18380757,vertebrate,0,0,0,0,0,0,0,0,0,0,0.433532894,0.238012716,0.059463918,0.040071249
layer4,1175,0.436553872,2.3365326,trifle,0.64983654,ship,0.33919185,container,0.12920088,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.296131849,0.245224714,0.020053506,0.009796798
layer4,1176,0.416657423,1.1480858,keyboard instrument,0.58730507,aquatic bird,0.52133125,musical instrument,0.15441461,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.289976329,0.316838503,0.045427442,0.042344809
layer4,1177,0.304205272,2.1526356,bicycle,1.5063198,unicycle,0.77611035,spitz,0.59272355,snake,0,0,0,0,0,0,0,0,0,0,0,0,0.452059329,0.2817114,0.052450359,0.055161715
layer4,1178,0.438475792,1.7442089,metal nail,0.9904603,amphibian,0.75836474,fungus,0.7532506,reptile,0.38430986,invertebrate,0,0,0,0,0,0,0,0,0,0,0.420607835,0.423883855,0.077527404,0.073690057
layer4,1179,0.455834213,1.3756119,primate,0.4892764,vertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537613213,0.37663269,0.074786246,0.069148064
layer4,1180,0.369084512,1.2613343,farm machine,1.0129077,musical instrument,0.64054435,wading bird,0.48734248,wheeled vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0.463700145,0.34577769,0.047205389,0.038799107
layer4,1181,0.368647417,1.5883814,chain mail,0.9217441,necklace,0.7467048,woodwind,0.22349724,hunting dog,0,0,0,0,0,0,0,0,0,0,0,0,0.281428128,0.288376808,0.035097837,0.024518788
layer4,1182,0.277826183,1.3318154,baby bib,0.8179393,guinea pig,0.6101555,messenger bag,0.52862066,leporid,0.47485468,bag,0.3530542,footwear,0,0,0,0,0,0,0,0,0.42956692,0.238534212,0.026415467,0.027381957
layer4,1183,0.322963611,1.4928678,african grey parrot,1.4510754,sleeping bag,1.1778835,African bush elephant,1.0150058,obelisk,0.10275949,vertebrate,0,0,0,0,0,0,0,0,0,0,0.321092695,0.273755729,0.028653502,-0.001652598
layer4,1184,0.313561642,1.6152605,teapot,1.2948886,triumphal arch,0.89338917,poodle,0.49849242,spaniel,0.33772066,terrier,0,0,0,0,0,0,0,0,0,0,0.372923285,0.298726648,0.047477365,0.032455981
layer4,1185,0.269885411,2.0497344,maypole,1.956129,feather boa,1.2849712,butterfly,0.20326363,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.558223009,0.214968413,0.014209509,0.002496719
layer4,1186,0.320601154,1.8550383,hourglass,1.2970759,canoe,1.2185514,arabian camel,1.0177535,footwear,0,0,0,0,0,0,0,0,0,0,0,0,0.428001553,0.22747688,0.02188462,0.019847572
layer4,1187,0.364799619,2.3060977,filing cabinet,1.6614139,photocopier,0.8287946,box,0.15579474,dog,0,0,0,0,0,0,0,0,0,0,0,0,0.395677179,0.286875993,0.028828204,0.019624054
layer4,1188,0.26960569,1.3064439,geyser,0.65984386,barrier,0.42285103,wheeled vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456317514,0.181018665,0.013518453,0.013822675
layer4,1189,0.473461367,1.6296496,geological formation,1.2558271,ungulate,1.2031758,conveyance,1.0451411,structure,0,0,0,0,0,0,0,0,0,0,0,0,0.722854972,0.246725619,0.051029444,0.044661939
layer4,1190,0.349278845,3.499443,brass memorial plaque,3.09399,menu,1.2244064,comic book,0.8479458,bear,0.5410967,musical instrument,0,0,0,0,0,0,0,0,0,0,0.491941184,0.350954205,0.060364664,0.056061327
layer4,1191,0.310210413,1.5195968,ocarina,1.0871226,Old English Sheepdog,0.8656231,rodent,0.18356144,mammal,0,0,0,0,0,0,0,0,0,0,0,0,0.460649192,0.209623158,0.030514896,-0.002091527
layer4,1192,0.379437912,1.2052368,woodwind,0.78748685,musical instrument,0.68484545,bovid,0.20787191,canine,0,0,0,0,0,0,0,0,0,0,0,0,0.418280989,0.321726024,0.078730881,0.061101198
layer4,1193,0.356653636,1.5322593,mitten,0.9586515,footwear,0.51943517,bag,0.4712202,musteline mammal,0.3803111,solid,0.20078483,domestic animal,0,0,0,0,0,0,0,0,0.38561818,0.269728124,0.026517808,0.023174644
layer4,1194,0.460498525,1.3536755,parrot,1.0610168,sea turtle,1.0333666,lizard,0.89265937,ape,0.117663085,vertebrate,0,0,0,0,0,0,0,0,0,0,0.315486908,0.45155251,0.079351962,0.080827773
layer4,1195,0.387002714,2.230777,piano,1.5874263,artichoke,1.5523304,horse chestnut seed,1.4011928,echidna,0.2876635,bird,0,0,0,0,0,0,0,0,0,0,0.422823489,0.3445521,0.046282053,0.027660429
layer4,1196,0.400943133,1.9214387,geological formation,0.93741304,conveyance,0.8152083,ungulate,0.8122662,structure,0.56977725,dog,0,0,0,0,0,0,0,0,0,0,0.665821493,0.232919127,0.062954307,0.040849447
layer4,1197,0.242857478,1.7859892,vestment,1.6035235,throne,1.1286821,pen,0.32227445,covering,0,0,0,0,0,0,0,0,0,0,0,0,0.524724126,0.227460667,0.024615824,0.032040417
layer4,1198,0.30148704,2.1707613,bald eagle,0.58262295,musical instrument,0.33296987,clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569206119,0.152992994,0.001948535,-0.009894848
layer4,1199,0.305494563,3.082223,mosquito net,1.9462585,fountain,0.98991376,ape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493076444,0.345750958,0.041636705,0.033544719
layer4,1200,0.302905709,1.6098614,ostrich,1.5822774,maraca,1.0679929,residence,0.38609883,ungulate,0.24547929,structure,0,0,0,0,0,0,0,0,0,0,0.469735444,0.203770995,0.021890521,0.014522076
layer4,1201,0.442069672,2.1370745,radiator grille,2.0556567,photocopier,0.9968197,printer,0.7601339,self-propelled vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0.444116265,0.185672,0.015623987,0.001549065
layer4,1202,0.394899956,1.5706967,starfish,1.4014055,mitten,1.1173857,turtle,0.9517227,bird of prey,0.63063663,bony fish,0.37860397,bird,0,0,0,0,0,0,0,0,0.461879611,0.317287177,0.016968846,-0.014751315
layer4,1203,0.32926606,1.1784228,baby bed,0.43567348,sporting dog,0.14687914,carnivore,0.14412363,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.261183083,0.301607728,0.023251355,0.035614073
layer4,1204,0.339139084,1.5499789,fire truck,1.1245968,bus,0.41164884,hunting dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350037932,0.323485464,0.035360754,0.023653924
layer4,1205,0.300620817,1.2857603,drilling rig,1.0129087,Keeshond,0.8859455,belgian sheepdog,0.1904506,mammal,0,0,0,0,0,0,0,0,0,0,0,0,0.366724998,0.265456885,0.018938303,0.012632847
layer4,1206,0.339018284,1.5285147,Pickelhaube,1.500023,hourglass,1.0687026,West Highland White Terrier,0.81349754,wild dog,0.2819124,covering,0,0,0,0,0,0,0,0,0,0,0.423053652,0.284660667,0.017069221,0.012419462
layer4,1207,0.440033335,1.8490474,primate,0.74456334,wheeled vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559521914,0.3611238,0.065579474,0.060286701
layer4,1208,0.218304307,1.1185899,sandwich,0.9204329,curtain,0.68877786,thatched roof,0.61101466,loaf of bread,0,0,0,0,0,0,0,0,0,0,0,0,0.435528874,0.178882673,0.031729758,0.018489122
layer4,1209,0.312629481,2.35381,chambered nautilus,1.5997176,homopterous insect,1.0899972,terrapin,0.9552847,cabbage,0.9509275,feline,0,0,0,0,0,0,0,0,0,0,0.435836911,0.281763673,0.040421844,0.03763032
layer4,1210,0.303200433,3.0686464,couch,2.474553,quilt,1.349156,sleeping bag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528728902,0.291122764,0.044050932,0.04510051
layer4,1211,0.338230269,1.7088541,Keeshond,1.1319954,cabbage,0.88649243,ape,0.8653331,shark,0.50740063,vegetable,0,0,0,0,0,0,0,0,0,0,0.384515315,0.318458468,0.060065389,0.057488501
layer4,1212,0.347115134,2.034765,bell tower,1.5967774,dome,1.4987721,radio telescope,1.3135211,measuring instrument,0,0,0,0,0,0,0,0,0,0,0,0,0.503056228,0.242106944,0.052783251,0.031093299
layer4,1213,0.27630845,1.4877347,jacamar,0.90145844,pillow,0.6973401,baby bed,0.6151528,oscine,0.56309825,insect,0,0,0,0,0,0,0,0,0,0,0.586771667,0.233605161,0.026014447,0.021584094
layer4,1214,0.408817377,1.3204358,stringed instrument,0.27472082,invertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304157853,0.393924922,0.069613278,0.080609262
layer4,1215,0.451709742,3.3487077,menu,2.5223072,crossword,2.2041788,dust jacket,2.1708043,comic book,0.7624104,place of business,0.2163702,artifact,0,0,0,0,0,0,0,0,0.437569797,0.291570902,0.038197994,0.034979224
layer4,1216,0.234995391,1.2169892,shipwreck,0.14114349,device,0.10534994,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437617242,0.059340321,-0.004142523,-0.016090274
layer4,1217,0.376921678,2.1659255,picket fence,1.4914527,split-rail fence,1.3862742,artichoke,1.3322164,teapot,0.95674074,piggy bank,0.09893041,organism,0,0,0,0,0,0,0,0,0.349740922,0.343057096,0.058143139,0.040561974
layer4,1218,0.341820271,1.4490526,barometer,1.1893464,echidna,0.73022336,percussion instrument,0.64684665,gastropod,0.4679488,fruit,0,0,0,0,0,0,0,0,0,0,0.353564978,0.2755422,0.052630723,0.044286132
layer4,1219,0.431145196,2.6715438,communication,1.0615566,conveyance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516211867,0.121740542,-0.000521064,0.007161021
layer4,1220,0.362080214,1.4172715,yurt,0.65979904,turtle,0.6347601,fungus,0.60142463,shelter,0.30338636,arthropod,0.2293109,protective covering,0,0,0,0,0,0,0,0,0.339967191,0.299937457,0.038987339,0.037309825
layer4,1221,0.507477507,0.92783535,elephant,0.47104907,decapod crustacean,0.46776184,hound,0.12457102,animal,0,0,0,0,0,0,0,0,0,0,0,0,0.192139715,0.484519809,0.141114771,0.12172991
layer4,1222,0.228315261,0.29042536,musical instrument,0.1967081,domestic animal,0.18167563,covering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400084883,0.106076069,0.007845879,0.007633865
layer4,1223,0.421725817,4.067141,geyser,2.5988312,spindle,2.2343223,Angora rabbit,1.6004747,mitten,0.28478768,domestic animal,0,0,0,0,0,0,0,0,0,0,0.449684381,0.367153436,0.043152213,0.051423013
layer4,1224,0.261506183,0.87107575,sarong,0.85360515,bee eater,0.6326929,gown,0.5935565,bag,0.34038794,sporting dog,0,0,0,0,0,0,0,0,0,0,0.407597989,0.212142408,0.028008699,0.029262662
layer4,1225,0.367632009,1.8077408,Vizsla,1.4108934,pot pie,1.2797529,squash,1.0777099,antelope,0.57912326,solid,0,0,0,0,0,0,0,0,0,0,0.454196662,0.271904051,0.047722995,0.039711118
