unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,weight5,concept5,weight6,concept6,weight7,concept7,weight8,concept8,weight9,concept9,bias,sim correlation,sim ablation(optim),sim ablation(norm)
583,0.466268413,3.797932,colubrid snake,2.1776474,desert grassland whiptail lizard,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.494227141,0.479411780834198,0.1092402338981628,0.0992882251739502
584,0.37514055,5.093796,cauliflower,4.094736,ping-pong ball,2.9112194,rabbit,2.1324801,scaly,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.400748402,0.3777007162570953,-0.0098155736923217,0.006353199481964111
585,0.472292146,3.1528244,appliance,3.0952754,photocopier,2.6583152,apiary,2.0649807,plastic,1.758533,bald eagle,1.723755,piano,0.0,0,0.0,0,0.0,0,0,0,0.404643774,0.3424623608589172,0.0380011200904846,0.017276108264923096
586,0.370477283,5.004986,cage,2.7086425,cauliflower,2.158751,shoji screen / room divider,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.440318882,0.3262488842010498,0.0518862009048461,0.03567862510681152
587,0.470507383,2.7181087,ostrich,2.2035964,stork,1.9337261,beaker,1.8824843,cup,1.2259516,ship,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.271941751,0.4493180513381958,0.0775243043899536,0.057213008403778076
588,0.385614112,3.9552648,swing,3.606943,carousel,2.782295,crutch,1.7307404,boat,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.416575253,0.3729885220527649,0.0496198534965515,0.038101017475128174
589,0.513358095,11.232586,disco,6.800123,night,3.5281177,incandescence,3.2154427,gauzy,3.10037,gymnast,2.623835,piano,0.0,0,0.0,0,0.0,0,0,0,0.461640745,0.4843516051769256,0.1595659852027893,0.15172642469406128
590,0.421540011,4.12962,frozen dessert,2.8684912,paper towel,2.60554,photocopier,2.5783203,toilet,2.4806335,coffee maker,1.9614882,keyboard instrument,0.0,0,0.0,0,0.0,0,0,0,0.444410622,0.3093198835849762,0.0260109305381774,0.0034423470497131348
591,0.474050664,8.263699,shopfront,5.7673054,clerk,4.062201,sliding door,3.718446,shelves,2.3885913,rotisserie,2.2577386,window,0.0,0,0.0,0,0.0,0,0,0,0.487088174,0.4565171599388122,0.1314567923545837,0.1306048035621643
592,0.570051609,5.5002255,scenery,4.146267,sightseeing,4.1091256,temple,3.7681549,riding,2.7045178,bison,2.5801926,boat,2.4524019,kayak,0.0,0,0.0,0,0,0,0.406370044,0.5424002408981323,0.1338538527488708,0.10663652420043945
593,0.469901914,5.105081,wood,3.9828572,drudgery,3.4968145,shipwreck,3.3606436,corral,3.323807,hardening,1.6528934,bird,1.4343439,wildlife,0.0,0,0.0,0,0,0,0.404152274,0.4407715797424316,0.1115479469299316,0.06454265117645264
594,0.357153206,3.8439193,baby bib,3.2382398,T-shirt,2.4783905,goggles,2.4177668,enigma,1.9841214,shoes,1.5032675,carousel,0.0,0,0.0,0,0.0,0,0,0,0.347338617,0.3036132454872131,0.0291000604629516,0.01544111967086792
595,0.363230392,4.5274286,model,4.2350206,granddaughter,1.962054,English Springer Spaniel,1.9206605,St. Bernard,1.765495,porcupine,1.6077818,orangutan,0.0,0,0.0,0,0.0,0,0,0,0.332279176,0.3426026403903961,0.0596039295196533,0.05112028121948242
596,0.437165344,5.0117345,mixing bowl,4.155675,ounce,4.102283,bottle,3.6732125,lotion,1.5245582,croquet ball,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.35926953,0.3536439538002014,0.0743669867515564,0.06951910257339478
597,0.312744056,5.38428,clip,3.1581109,popsicle,2.7393882,cleaver,2.182349,pouch,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.41682744,0.2481889575719833,0.0318387746810913,0.02327209711074829
598,0.404340641,6.3679047,government,5.8422556,tenement,5.1133957,library,3.2645907,temp,2.5056095,gondola,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.453092217,0.3582251965999603,0.0781686305999755,0.07484203577041626
599,0.37298264,7.761368,mustard,6.2220745,school bus,4.0196843,spaghetti squash,2.1140552,wild dog,2.1003492,Leonberger,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.553842187,0.4289212822914123,0.0905911326408386,0.07513540983200073
600,0.404775141,4.44918,bus,2.2998934,spotted salamander,2.1803572,borzoi,1.956016,train,1.3010659,retriever,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.432493359,0.4473088681697845,0.0622857213020324,0.060328900814056396
601,0.352144808,3.3786812,nectar,2.4794366,lamp,2.308682,mast,1.0614948,hartebeest,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.334040105,0.3684431612491607,0.1016432642936706,0.08111464977264404
602,0.408658942,2.5383933,garb,1.9686185,gorilla,1.8740265,passing,1.8375434,Flat-Coated Retriever,1.5765376,Schipperke,1.2698816,mammal,0.0,0,0.0,0,0.0,0,0,0,0.316544801,0.3888935148715973,0.0471076369285583,0.03824889659881592
603,0.35153058,3.0361342,vegetable garden,2.729815,maze,2.414851,cruciferous vegetable,1.9006803,tractor,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.36298871,0.3743935525417328,0.0409327149391174,0.0430072546005249
604,0.491749462,6.3817406,cowboy hat,4.0395145,hat,2.1026409,bovid,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.430029571,0.4055397808551788,0.0884809494018554,0.047900617122650146
605,0.387080417,4.978882,geological formation,3.290912,carnivore,2.7963083,meat,2.5003355,feather boa,0.72336626,reptile,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.404589176,0.3244065940380096,0.0339994430541992,0.015973687171936035
606,0.463693442,4.092063,flecked,3.6567972,spiderling,3.487139,pest,2.7267783,hatchling,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.584306538,0.4213058650493622,0.0975744724273681,0.09905320405960083
607,0.388858696,3.8006232,filing cabinet,2.2497282,electronic device,1.8812821,entertainment center,1.6775515,postbox,1.248386,Welsh Springer Spaniel,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.415244192,0.3828747570514679,0.0711925625801086,0.06939899921417236
608,0.34041313,2.0981388,clothes,1.9968337,screw,1.8504714,graduation,1.6105427,bustle,1.5105641,abaya,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.341259181,0.2498098909854889,0.0345367789268493,0.0016020536422729492
609,0.397656576,3.4121656,"library, indoor",3.344898,brake,3.1436384,collection,1.721691,Yorkshire Terrier,1.0501202,fox,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.34107089,0.3194715678691864,0.0374209284782409,0.02798163890838623
610,0.32732752,3.0829792,zebra,2.5642233,ambulance,2.028064,panda,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.412649214,0.2835744321346283,0.0281655192375183,0.004429638385772705
611,0.537542929,3.2365007,wildlife,2.1018004,banded,1.9084544,odonate,1.7085255,macrofauna,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.322345763,0.5166111588478088,0.2082793712615966,0.19484645128250122
612,0.420104056,6.6727037,patio,5.508041,granddaughter,5.407905,picnic,4.8414574,skirt,3.1572335,tourist,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.465154141,0.4002060890197754,0.0859312415122985,0.07649773359298706
613,0.377513684,3.1031475,blackbird,2.8870132,red admiral butterfly,2.5135186,belgian sheepdog,2.3610666,hood,0.9401645,shorebird,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.372637987,0.3429547846317291,0.052802562713623,0.04786813259124756
614,0.451943745,3.2139418,leg,3.1063383,waterbed,1.971333,Bullmastiff,1.4822612,chow,1.2353028,canine,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.352878422,0.4033220410346985,0.0966296792030334,0.0946739912033081
615,0.476025462,4.3969555,transportation,4.2562985,park,2.6699924,tramp,2.233685,Dandie Dinmont Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.366333336,0.4226406216621399,0.0975465774536132,0.09450513124465942
616,0.409483347,3.170567,father,2.9354181,technician,2.7496223,eating,1.2949804,marimba,1.190324,cook,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.318891734,0.3573460280895233,0.076706051826477,0.054315030574798584
617,0.635570406,10.3883915,macrofauna,9.6389885,angiosperm,4.7535987,fungus,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.859555244,0.5590194463729858,0.2067475318908691,0.19757139682769775
618,0.385377992,3.480794,helium,3.2261255,parasol,2.442238,pillow,2.1990817,envelope,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.269387722,0.2824544608592987,0.0504299998283386,0.018622159957885742
619,0.407536994,3.227479,gadget,2.5305598,lynx,2.5104218,kit fox,2.4332798,calibre,1.8453864,measure,1.5953106,grasshopper,0.0,0,0.0,0,0.0,0,0,0,0.351749003,0.3712585568428039,0.0889064073562622,0.08166253566741943
620,0.350640643,6.199812,cylinder,2.8072877,rocket,2.1771028,bell,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.389078289,0.295879602432251,0.0517593026161193,0.042492806911468506
621,0.396446817,4.4652185,clasp,3.4486213,hand tool,1.7752857,safety pin,1.0731001,free-reed instrument,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.337603807,0.3068432211875915,0.0490128993988037,0.03999298810958862
622,0.374607183,2.9741294,golf cart,2.4994283,shepherd dog,2.4081812,forklift,2.3607705,livestock,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.366707981,0.3479582071304321,0.0467615127563476,0.033688366413116455
623,0.504809224,7.9940896,snow,6.254748,ski,4.333867,dogsled,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.504800916,0.549523115158081,0.1537246108055114,0.1389029622077942
624,0.365454612,10.458706,retouching,6.361895,contrast,5.2970133,harm,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.849074125,0.3413463532924652,0.0685601830482482,0.060868024826049805
625,0.346109529,2.4717963,perch,2.3848112,kayak,2.1460435,coyote,1.2737231,mousetrap,1.1392126,red fox,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.362131566,0.2973087430000305,0.0416752696037292,0.035527825355529785
626,0.370847947,2.9111872,trilobite,2.5525382,gastropod,2.082196,sleeping bag,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.397928387,0.3855270445346832,0.0383468866348266,0.010658979415893555
627,0.452849773,3.8176641,even-toed ungulate,2.5727022,flame,2.0664186,bald eagle,1.383389,Entlebucher Sennenhund,1.2502682,decapod crustacean,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.334620029,0.4548116624355316,0.1112767457962036,0.09273374080657959
628,0.46431311,4.9234114,shoji screen / room divider,3.9881196,cage,3.5805979,slot machine,0.9843617,new world monkey,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.430036843,0.3566667735576629,0.0532425045967102,0.031223297119140625
629,0.434067516,3.112164,shoes,3.097921,squash,1.8747793,sleeping bag,1.8302947,Schipperke,1.7813358,Flat-Coated Retriever,1.5731199,Leonberger,0.0,0,0.0,0,0.0,0,0,0,0.410252452,0.4257865250110626,0.0590652227401733,0.054822444915771484
630,0.393955993,3.5515454,saint,2.50861,raiment,2.2814279,fur coat,1.9474144,telephone booth,1.7662301,pillar,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.361662775,0.3162172138690948,0.0591741204261779,0.03849703073501587
631,0.456644415,5.6580405,army,4.7901325,weapon,2.7272923,half-track,2.6214983,bovid,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.4192487,0.3835533559322357,0.0528859496116638,0.04358905553817749
632,0.344877036,8.589078,hive,6.488775,soccer ball,2.1009915,cherimoya (custard apple),0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.49023357,0.3261882960796356,0.0614190101623535,0.06143391132354736
633,0.3504149,3.7533011,embellishment,2.1764054,chow,2.1666772,teapot,2.0461915,hen,1.8267922,trifle,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.445902228,0.2970124781131744,0.0709758996963501,0.051980793476104736
634,0.489960326,7.3693595,view,4.58334,lighting,4.232794,mare,3.8416321,ship,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.458223015,0.4877375960350036,0.1559662222862243,0.16397631168365479
635,0.577432968,4.861493,branch,3.572578,omnivore,2.5832956,mongoose,2.484784,bird,2.4844573,reptile,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.349623859,0.5411958694458008,0.103753387928009,0.09070438146591187
636,0.357226756,4.090288,racer,3.070617,casserole,2.9626536,gondola,2.647055,sport,2.2221158,kayak,0.68644404,doggie,0.0,0,0.0,0,0.0,0,0,0,0.390928924,0.3728645443916321,0.077418029308319,0.0759427547454834
637,0.355600054,3.9810674,crossword,2.502183,eating,2.3567133,whistle,1.5924956,bovid,1.221576,mammal,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.490304261,0.2962028682231903,0.0400385856628418,0.03698611259460449
638,0.406761028,4.604116,dessert,3.79062,wool,2.5203497,pizza,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.361324042,0.3362239599227905,0.0609644651412963,0.052420616149902344
639,0.551041463,3.867022,swing,2.9494097,slide,2.8229742,primate,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.372792661,0.4527531266212463,0.0992491841316223,0.07798486948013306
640,0.437363216,5.457906,heartwood,4.1584992,doorpost,2.9806035,climb,2.10761,shipwreck,1.8862414,demur,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.313454002,0.3688146770000458,0.0773788690567016,0.05015045404434204
641,0.381720198,1.9615022,carousel,1.8874073,swimming,1.8810083,golf cart,1.8352172,swan,1.7742318,couch,1.3363242,frilly,0.0,0,0.0,0,0.0,0,0,0,0.294999123,0.3205039501190185,0.0457849502563476,0.03610104322433472
642,0.510638846,3.1398418,sink,2.6162446,toiletry,2.5334766,barrels,2.5262902,coffee maker,1.8077743,photocopier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.276422232,0.434068500995636,0.1003075838088989,0.09786933660507202
643,0.388217989,2.7850304,metro,2.6170049,pew,2.2238169,coffeemaker,2.1510859,dining room,1.3163861,furnishing,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.276558399,0.3206855654716491,0.0321135520935058,0.04391896724700928
644,0.507582051,8.013063,formal,4.140594,photocopier,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.405363739,0.3647277653217315,0.0560492277145385,0.06629699468612671
645,0.342317064,4.149861,place mat,3.501978,collection,2.3165894,cushion,2.309592,puzzle,1.4670715,carousel,1.4644444,altar,0.0,0,0.0,0,0.0,0,0,0,0.370427161,0.3101233839988708,0.0624583959579467,0.0626484751701355
646,0.406935237,3.4545763,vibrissae,2.235684,tick,1.9651722,musteline mammal,1.7005392,mortar and pestle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.321614832,0.353052407503128,0.1256356835365295,0.07111185789108276
647,0.472283303,3.2715404,Rottweiler,2.955371,limb,2.946392,Rhodesian Ridgeback,1.8126715,elephant,1.6532273,primate,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.326860875,0.4593939781188965,0.1222156882286071,0.11067736148834229
648,0.466812912,2.4712996,Labrador Retriever,1.8653874,Schipperke,1.6549076,Bernese Mountain Dog,1.5978887,chow,0.81320345,pup,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.325613797,0.4752276241779327,0.1475498080253601,0.13635504245758057
649,0.336025477,3.353762,purse,2.194022,pocket,2.0728993,gadget,0.97714436,reptile,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.348293871,0.2976621091365814,0.054275631904602,0.03886765241622925
650,0.364594664,3.776994,digital clock,2.8980994,railing,2.8681502,crossword,2.4760945,dish,2.3080559,tower,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.41158247,0.3832868039608001,0.0473152995109558,0.04318457841873169
651,0.329833166,2.0570261,knitted,1.5987476,acorn,0.9928164,thimble,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.245993897,0.2378528863191604,0.0387401580810546,0.018233895301818848
652,0.501126764,3.3501532,spitz,3.3085625,fur,2.629721,West Highland White Terrier,2.497007,Angora rabbit,2.4303753,giant panda,2.260734,military hat (bearskin or shako),0.0,0,0.0,0,0.0,0,0,0,0.357701808,0.4899176657199859,0.1224451065063476,0.11894679069519043
653,0.330062973,2.7044117,mileage,2.4599316,bus,2.4184055,dial,1.3994242,police van,1.3547797,hunting dog,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.48123166,0.3536669313907623,0.0661692023277282,0.051083385944366455
654,0.400214365,2.9356046,mountain(scene),2.8537579,mirror,2.4326084,kitsch,2.09342,apse,1.7082146,tvmonitor,1.5962191,bassinet,0.0,0,0.0,0,0.0,0,0,0,0.361486018,0.3354197442531585,0.0614928603172302,0.05358034372329712
655,0.372269258,5.997946,knitted,5.8258076,dummy,4.9414597,shoulder,3.9865875,attire,2.798803,pouch,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.558504462,0.3624040484428406,0.0766740441322326,0.07640540599822998
656,0.467312885,4.8949385,barrier,3.3954597,gymnast,2.9255598,playground,2.0897725,spider,1.6266369,macro,1.5446651,finch,0.0,0,0.0,0,0.0,0,0,0,0.457526445,0.4095349311828613,0.0885101556777954,0.0838770866394043
657,0.325682798,2.5582652,bus,2.1709023,dome,1.9674457,elephant,1.9628881,isopod,1.9275596,beetle,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.461904198,0.3250247240066528,0.060102641582489,0.04466480016708374
658,0.403472645,4.6377826,dessert,3.1654189,crisp,1.8429567,conch,1.7747234,cup,1.731281,toaster,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.365697771,0.368179976940155,0.0808671116828918,0.07712000608444214
659,0.442713211,5.674168,purse,4.8021607,kit,4.4878225,bulletproof vest,3.95579,motor vehicle,1.1177713,canine,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.387006104,0.390413373708725,0.1299264430999755,0.11492806673049927
660,0.298420448,3.3722842,feather,2.9279006,accelerant,1.8595256,jellyfish,1.4388981,hymenopterous insect,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.40365833,0.2975865602493286,0.0046797394752502,0.003066122531890869
661,0.514396338,3.6776314,attire,3.0137634,aquatic mammal,2.995072,porcupine,2.7331648,elephant,2.327762,pelican,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.340341181,0.4514393210411072,0.0946797728538513,0.06840074062347412
662,0.54600391,8.75951,shoes,4.1689115,knitted,3.304366,uniform,2.9192927,standing,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.373561144,0.5480550527572632,0.1786638498306274,0.16799330711364746
663,0.461708818,8.023824,sailing vessel,4.955959,streetcar,4.029541,timepiece,2.8509605,disc brake,2.2846406,antennae,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.607787192,0.4042344093322754,0.096712589263916,0.08323532342910767
664,0.497788674,5.199737,bed,4.0839763,motor vehicle,3.8651109,baby,3.6204684,barber chair,2.4263034,greyhound,0.9180791,hound,0.0,0,0.0,0,0.0,0,0,0,0.320299029,0.5281918048858643,0.129208505153656,0.13018786907196045
665,0.418782322,3.6325812,satellite,3.4955363,pen,2.8191936,reamer,2.114578,fly,1.9877981,Indian cobra,1.2490253,shorebird,0.0,0,0.0,0,0.0,0,0,0,0.290482998,0.3886617124080658,0.0666189789772033,0.0442887544631958
666,0.559312566,9.096575,boat,8.463471,river,5.9949474,excursion,5.8863535,public transport,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.750037432,0.5100733041763306,0.1403394341468811,0.13261336088180542
667,0.43485799,12.386709,embossing,8.249629,pocket,7.8041463,object,7.5559225,grasp,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.689216614,0.398268312215805,0.0852967500686645,0.08140569925308228
668,0.460101443,5.452397,seaside,4.8426104,driving,4.1380944,starboard,2.5328894,tourist,1.9273207,fishing,1.9177532,standing,0.0,0,0.0,0,0.0,0,0,0,0.465299159,0.4325476586818695,0.095543622970581,0.08873265981674194
669,0.404302876,5.351371,engine,2.5772667,reef,1.8499671,tractor,1.8404057,armor,1.6377746,echinoderm,1.4895376,military uniform,0.0,0,0.0,0,0.0,0,0,0,0.374453098,0.39024618268013,0.0938962697982788,0.08607083559036255
670,0.377034269,4.4923506,revolver,3.5824227,hand tool,3.0288491,bottle,2.163239,rotary dial telephone,2.0745616,violin,1.7346394,horse chestnut seed,0.9951911,fowl,0.0,0,0.0,0,0,0,0.371716857,0.3359509706497192,0.0600588321685791,0.03309929370880127
671,0.360772571,6.530372,honeydew,2.8202815,mashed potatoes,1.7297229,popsicle,1.3371842,Angora rabbit,1.2683972,sulphur-crested cockatoo,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.352515608,0.2865990698337555,0.0353056788444519,0.017660081386566162
672,0.44061599,2.5052924,railing,2.4999654,station wagon,2.0224745,hutch,1.9525808,supporting structure,1.7589451,ceiling,1.543169,dome,1.3398649,terrapin,0.0,0,0.0,0,0,0,0.337398171,0.3853699862957001,0.072192907333374,0.06753957271575928
673,0.301895156,3.38689,lime,2.4916213,clothes,2.346949,sleeping bag,2.0251315,plastic,1.8671812,feather boa,1.5587579,lorikeet,0.0,0,0.0,0,0.0,0,0,0,0.379231334,0.267218142747879,0.032883882522583,0.017139196395874023
674,0.364506699,4.022552,digital clock,3.9415674,pretzel,2.0186083,wolfhound,1.5355145,Standard Poodle,1.1004733,marten,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.479724586,0.3446532785892486,0.0263303518295288,-0.01816880702972412
675,0.344827904,4.162335,paper towel,2.2887716,drum,2.2818031,spoonbill,2.0855668,golf cart,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.397639453,0.3179248571395874,0.0536825656890869,0.07018214464187622
676,0.447434196,4.5653715,bake,2.4621615,supper,1.9949222,Airedale Terrier,1.947903,gland,1.0688632,invertebrate,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.345070094,0.4075890481472015,0.1018764376640319,0.09803134202957153
677,0.313443409,4.4805303,window screen,1.5219843,shark,1.3578371,rock beauty fish,1.1298507,Beagle,1.037688,odonate,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.411352247,0.3223453760147095,0.0171073079109191,-0.004430055618286133
678,0.422061307,2.851413,poultry,2.6432483,fur coat,2.238056,parrot,1.951059,gyromitra,1.7302779,chow,1.6980762,Bullmastiff,0.0,0,0.0,0,0.0,0,0,0,0.34258467,0.3776236474514007,0.0545154809951782,0.03210890293121338
679,0.388789771,4.8998194,roll,4.6283607,metal,3.2910278,abacus,2.4343967,tile roof,2.4158566,clavier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.430064589,0.337369292974472,0.0269146561622619,0.016822993755340576
680,0.333873,4.1399612,jigsaw puzzle,4.042023,set of instruments,2.642496,making,2.1335144,screw,1.9366971,triceratops,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.328204244,0.3065944910049438,0.0273508429527282,0.0100175142288208
681,0.445339855,3.8164036,washbasin,3.0826647,tub,1.979643,toilet,1.9131908,cartilaginous fish,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.360702485,0.4005756080150604,0.0900992751121521,0.09483635425567627
682,0.376646888,5.449876,liquor,5.166222,bottle,3.05088,Siamese cat,1.2472129,mammal,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.3793073,0.3859708607196808,0.0783930420875549,0.10820138454437256
683,0.508564903,3.7763078,motor vehicle,3.140332,plunger,2.6678052,Old English Sheepdog,2.510459,schnauzer,1.7415781,terrier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.428696603,0.4873110651969909,0.0840666890144348,0.06333476305007935
684,0.361371241,3.265928,gas mask or respirator,2.4129796,coil,2.0120258,stir-fry,2.0106025,corn,1.7118093,Weimaraner,1.6186711,Yorkshire Terrier,0.9978499,schnauzer,0.0,0,0.0,0,0,0,0.34372437,0.3229958415031433,0.0855492949485778,0.05128931999206543
685,0.466181753,3.3064258,rodent,2.643134,Wire Fox Terrier,2.1090229,Old English Sheepdog,1.8094646,rabbit,1.7405872,Scottish Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.360298544,0.4140225052833557,0.077343463897705,0.05386143922805786
686,0.463005842,3.6610131,furnishing,3.4761398,entertainment center,1.9375566,stereo,1.7051935,Yorkshire Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.404238164,0.4323687553405761,0.137587308883667,0.1450079083442688
687,0.419678238,7.021243,boat,1.8652787,Cairn Terrier,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.681711912,0.3805757462978363,0.1033953428268432,0.08690589666366577
688,0.420990613,4.3773975,industry,3.6931138,freight car,2.5318644,African wild dog,2.2719066,ferret,1.9127623,red panda,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.358861268,0.4439805150032043,0.0802686214447021,0.07976049184799194
689,0.436786871,3.546146,scanner,3.4681842,seat belt,3.026791,appliance,3.0085545,cylinder,2.3519547,disc brake,2.1433618,toilet,1.8585504,coffeemaker,0.0,0,0.0,0,0,0,0.343011051,0.3413887023925781,0.0028517246246337,-0.010102391242980957
690,0.500694111,9.411675,iridescence,4.7194,computer,4.1699595,tvmonitor,3.4541538,coraciiform bird,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.481085718,0.4799847900867462,0.1073172688484191,0.13654589653015137
691,0.382327974,2.762721,fur coat,2.4429195,yarn,2.0261986,roll,1.3442259,gastropod,0.7017983,leptocephalus,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.251705885,0.2871538996696472,0.0163253545761108,0.004959821701049805
692,0.474300346,4.7891355,garment,4.2551546,researcher,4.1040235,paper towel,3.91532,envelope,3.3958268,crossword,2.228229,measuring cup,1.9025027,sail,0.0,0,0.0,0,0,0,0.397854656,0.4314807057380676,0.0988695621490478,0.1029517650604248
693,0.433834556,6.7928214,motor vehicle,3.785384,tennis,2.5108976,Border Collie,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.378185987,0.4036753475666046,0.0677178502082824,0.0475274920463562
694,0.394398175,3.791278,loaf,3.6747766,crust,3.6312366,rotisserie,1.8068615,St. Bernard,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.432417005,0.3746440708637237,0.0414696931838989,0.02265453338623047
695,0.401954781,4.527298,gymnastics,3.6891353,swimsuit,3.5054753,athlete,2.1565585,Italian Greyhound,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.473618686,0.4037291407585144,0.0688928365707397,0.05628848075866699
696,0.358704815,4.13838,sprinkled,2.88346,bedclothes,2.6601877,kitsch,2.407547,wrap,2.123299,meat,1.5452131,Clumber Spaniel,0.0,0,0.0,0,0.0,0,0,0,0.371886045,0.284763902425766,0.0327371954917907,0.03104299306869507
697,0.360374291,4.0104976,snack,2.3624067,ferret,1.6527641,otter,1.512262,marmoset,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.459729284,0.3152589201927185,0.0690771341323852,0.05621868371963501
